

================================================================================
=== START AI RESPONSE LOG | File: POJK 1 Tahun 2024 Kualitas Aset Bank Perekonomian Rakyat.md | Time: 2026-06-24 00:19:54 ===
================================================================================
--- METADATA EXTRACTION RESULT ---
Peraturan Otoritas Jasa Keuangan Nomor 1 Tahun 2024 tentang Kualitas Aset Bank Perekonomian Rakyat|POJK|11 Januari 2024
----------------------------------

--- CYCLE 1 OUTPUT ---
Ketentuan|1|Pasal 1|Dalam Peraturan Otoritas Jasa Keuangan ini, yang dimaksud dengan:|Cukup jelas.|1|1|Bank Perekonomian Rakyat yang selanjutnya disingkat BPR adalah jenis bank konvensional yang dalam kegiatannya tidak memberikan jasa dalam lalu lintas giral secara langsung.
Ketentuan|1|Pasal 1|Dalam Peraturan Otoritas Jasa Keuangan ini, yang dimaksud dengan:|Cukup jelas.|12|12|Cadangan Kerugian Penurunan Nilai yang selanjutnya disingkat CKPN adalah penyisihan yang dibentuk atas penurunan nilai instrumen keuangan sesuai standar akuntansi keuangan.
Ketentuan|1|Pasal 1|Dalam Peraturan Otoritas Jasa Keuangan ini, yang dimaksud dengan:|Cukup jelas.|13|13|Kewajiban Penyediaan Modal Minimum yang selanjutnya disingkat KPMM adalah rasio modal terhadap aset tertimbang menurut risiko yang wajib disediakan oleh BPR sesuai dengan Peraturan Otoritas Jasa Keuangan mengenai kewajiban penyediaan modal minimum dan pemenuhan modal inti minimum bank perkreditan rakyat.
Ketentuan|1|Pasal 1|Dalam Peraturan Otoritas Jasa Keuangan ini, yang dimaksud dengan:|Cukup jelas.|14|14|Direksi adalah direksi bagi BPR berbentuk badan hukum perseroan terbatas, perusahaan umum daerah, perusahaan perseroan daerah, perusahaan daerah, atau pengurus bagi BPR berbentuk badan hukum koperasi.
Ketentuan|1|Pasal 1|Dalam Peraturan Otoritas Jasa Keuangan ini, yang dimaksud dengan:|Cukup jelas.|15|15|Dewan Komisaris adalah dewan komisaris bagi BPR berbentuk badan hukum perseroan terbatas, komisaris bagi BPR berbentuk badan hukum perusahaan perseroan daerah, dewan pengawas bagi BPR berbentuk badan hukum perusahaan umum daerah dan perusahaan daerah, serta pengawas bagi BPR berbentuk badan hukum koperasi.
Ketentuan|1|Pasal 1|Dalam Peraturan Otoritas Jasa Keuangan ini, yang dimaksud dengan:|Cukup jelas.|16|16|Nasabah Debitur yang selanjutnya disebut Debitur adalah nasabah yang memperoleh fasilitas Kredit atau yang dipersamakan dengan itu berdasarkan perjanjian BPR dengan nasabah yang bersangkutan.
Ketentuan|1|Pasal 1|Dalam Peraturan Otoritas Jasa Keuangan ini, yang dimaksud dengan:|Cukup jelas.|17|17|Restrukturisasi Kredit adalah upaya perbaikan yang dilakukan BPR dalam kegiatan perkreditan terhadap Debitur yang mengalami kesulitan untuk memenuhi kewajibannya.
Bab II|2|Pasal 2|(1) BPR wajib mengelola Aset berdasarkan prinsip kehati-hatian.|Ayat (1) Prinsip kehati-hatian dalam pengelolaan Aset khususnya Kredit antara lain dilakukan berdasarkan analisis kelayakan usaha dengan memperhatikan paling sedikit faktor 5C's yaitu watak (character), kemampuan (capacity), modal (capital), agunan (collateral) dan prospek usaha Debitur (condition of economy). Ayat (2) Kualitas baik dalam Aset Produktif ditunjukkan dengan kualitas lancar. Termasuk dalam langkah yang diperlukan agar kualitas Aset tetap baik antara lain penerapan manajemen risiko kredit secara efektif, termasuk melalui penyusunan dan pelaksanaan kebijakan dan pedoman perkreditan sesuai dengan Peraturan Otoritas Jasa Keuangan ini.|1|2|(2) Untuk melaksanakan prinsip kehati-hatian sebagaimana dimaksud pada ayat (1), Direksi BPR wajib menilai, memantau, dan mengambil langkah yang diperlukan:
Bab II|2|Pasal 2|(1) BPR wajib mengelola Aset berdasarkan prinsip kehati-hatian.|Ayat (1) Prinsip kehati-hatian dalam pengelolaan Aset khususnya Kredit antara lain dilakukan berdasarkan analisis kelayakan usaha dengan memperhatikan paling sedikit faktor 5C's yaitu watak (character), kemampuan (capacity), modal (capital), agunan (collateral) dan prospek usaha Debitur (condition of economy). Ayat (2) Kualitas baik dalam Aset Produktif ditunjukkan dengan kualitas lancar. Termasuk dalam langkah yang diperlukan agar kualitas Aset tetap baik antara lain penerapan manajemen risiko kredit secara efektif, termasuk melalui penyusunan dan pelaksanaan kebijakan dan pedoman perkreditan sesuai dengan Peraturan Otoritas Jasa Keuangan ini.|1|a|a. agar kualitas Aset Produktif tetap dalam kualitas baik; dan
Bab II|2|Pasal 2|(1) BPR wajib mengelola Aset berdasarkan prinsip kehati-hatian.|Ayat (1) Prinsip kehati-hatian dalam pengelolaan Aset khususnya Kredit antara lain dilakukan berdasarkan analisis kelayakan usaha dengan memperhatikan paling sedikit faktor 5C's yaitu watak (character), kemampuan (capacity), modal (capital), agunan (collateral) dan prospek usaha Debitur (condition of economy). Ayat (2) Kualitas baik dalam Aset Produktif ditunjukkan dengan kualitas lancar. Termasuk dalam langkah yang diperlukan agar kualitas Aset tetap baik antara lain penerapan manajemen risiko kredit secara efektif, termasuk melalui penyusunan dan pelaksanaan kebijakan dan pedoman perkreditan sesuai dengan Peraturan Otoritas Jasa Keuangan ini.|2|b|b. untuk penyelesaian Aset Nonproduktif.
Bab II|3|Pasal 3|(1) BPR wajib melakukan penilaian dan penetapan kualitas Aset Produktif. (2) Dalam hal terjadi perbedaan penetapan kualitas Aset Produktif antara BPR dan Otoritas Jasa Keuangan, kualitas Aset Produktif yang berlaku kualitas Aset Produktif yang ditetapkan oleh Otoritas Jasa Keuangan. (3) BPR wajib melakukan penyesuaian kualitas Aset Produktif sesuai dengan yang ditetapkan oleh Otoritas Jasa Keuangan sebagaimana dimaksud pada ayat (2) dalam laporan yang disampaikan kepada Otoritas Jasa Keuangan sesuai dengan Peraturan Otoritas Jasa Keuangan mengenai pelaporan bank perkreditan rakyat dan bank pembiayaan rakyat syariah melalui sistem pelaporan Otoritas Jasa Keuangan.|Ayat (1) Cukup jelas. Ayat (2) Penetapan kualitas Aset Produktif oleh Otoritas Jasa Keuangan antara lain didasarkan pada hasil pemeriksaan Otoritas Jasa Keuangan mengenai penilaian dan informasi mengenai kondisi Debitur. Ayat (3) Cukup jelas.|1|1|(1) BPR wajib melakukan penilaian dan penetapan kualitas Aset Produktif.
Bab II|3|Pasal 3|(1) BPR wajib melakukan penilaian dan penetapan kualitas Aset Produktif. (2) Dalam hal terjadi perbedaan penetapan kualitas Aset Produktif antara BPR dan Otoritas Jasa Keuangan, kualitas Aset Produktif yang berlaku kualitas Aset Produktif yang ditetapkan oleh Otoritas Jasa Keuangan. (3) BPR wajib melakukan penyesuaian kualitas Aset Produktif sesuai dengan yang ditetapkan oleh Otoritas Jasa Keuangan sebagaimana dimaksud pada ayat (2) dalam laporan yang disampaikan kepada Otoritas Jasa Keuangan sesuai dengan Peraturan Otoritas Jasa Keuangan mengenai pelaporan bank perkreditan rakyat dan bank pembiayaan rakyat syariah melalui sistem pelaporan Otoritas Jasa Keuangan.|Ayat (1) Cukup jelas. Ayat (2) Penetapan kualitas Aset Produktif oleh Otoritas Jasa Keuangan antara lain didasarkan pada hasil pemeriksaan Otoritas Jasa Keuangan mengenai penilaian dan informasi mengenai kondisi Debitur. Ayat (3) Cukup jelas.|2|2|(2) Dalam hal terjadi perbedaan penetapan kualitas Aset Produktif antara BPR dan Otoritas Jasa Keuangan, kualitas Aset Produktif yang berlaku kualitas Aset Produktif yang ditetapkan oleh Otoritas Jasa Keuangan.
Bab II|3|Pasal 3|(1) BPR wajib melakukan penilaian dan penetapan kualitas Aset Produktif. (2) Dalam hal terjadi perbedaan penetapan kualitas Aset Produktif antara BPR dan Otoritas Jasa Keuangan, kualitas Aset Produktif yang berlaku kualitas Aset Produktif yang ditetapkan oleh Otoritas Jasa Keuangan. (3) BPR wajib melakukan penyesuaian kualitas Aset Produktif sesuai dengan yang ditetapkan oleh Otoritas Jasa Keuangan sebagaimana dimaksud pada ayat (2) dalam laporan yang disampaikan kepada Otoritas Jasa Keuangan sesuai dengan Peraturan Otoritas Jasa Keuangan mengenai pelaporan bank perkreditan rakyat dan bank pembiayaan rakyat syariah melalui sistem pelaporan Otoritas Jasa Keuangan.|Ayat (1) Cukup jelas. Ayat (2) Penetapan kualitas Aset Produktif oleh Otoritas Jasa Keuangan antara lain didasarkan pada hasil pemeriksaan Otoritas Jasa Keuangan mengenai penilaian dan informasi mengenai kondisi Debitur. Ayat (3) Cukup jelas.|3|3|(3) BPR wajib melakukan penyesuaian kualitas Aset Produktif sesuai dengan yang ditetapkan oleh Otoritas Jasa Keuangan sebagaimana dimaksud pada ayat (2) dalam laporan yang disampaikan kepada Otoritas Jasa Keuangan sesuai dengan Peraturan Otoritas Jasa Keuangan mengenai pelaporan bank perkreditan rakyat dan bank pembiayaan rakyat syariah melalui sistem pelaporan Otoritas Jasa Keuangan.
Bab II|4|Pasal 4|(1) BPR wajib menetapkan kualitas yang sama terhadap seluruh Aset Produktif yang sama untuk membiayai: (2) Penetapan kualitas Aset Produktif sebagaimana dimaksud pada ayat (1) wajib mengikuti kualitas Aset Produktif yang paling rendah. (3) Ketentuan sebagaimana dimaksud pada ayat (2) dapat dikecualikan terhadap Aset Produktif yang ditetapkan berdasarkan faktor penilaian yang berbeda.|Ayat (1) Proyek atau usaha yang sama termasuk proyek atau usaha yang menjadi sumber pembayaran pokok dan/atau bunga yang sama. Ayat (2) Contoh 1: BPR B memberikan fasilitas Kredit investasi dan Kredit modal kerja kepada Debitur A. Hasil penilaian yang dilakukan BPR B untuk masing-masing fasilitas tersebut: a. Lancar, untuk Kredit investasi; dan b. Kurang lancar, untuk Kredit modal kerja. Mengingat kedua Kredit tersebut digunakan untuk membiayai 1 (satu) Debitur yang sama, kualitas Aset Produktif yang ditetapkan BPR B untuk Kredit yang diberikan kepada Debitur A mengikuti kualitas Aset Produktif yang lebih rendah, yaitu kurang lancar. Contoh 2: BPR B memberikan fasilitas Kredit kepada Debitur A dan Debitur C yang digunakan untuk membiayai proyek yang sama, yaitu proyek D. Sumber utama pengembalian Kredit, baik oleh Debitur A maupun Debitur C berasal dari arus kas yang akan diperoleh dari proyek D. Hasil penilaian yang dilakukan BPR B untuk Kredit yang diberikan kepada Debitur A dan Debitur C: a. Lancar, untuk Debitur A; dan b. Kurang lancar, untuk Debitur C. Mengingat kedua Kredit tersebut digunakan untuk membiayai proyek yang sama dan sumber pembayaran kewajiban pinjaman berasal dari proyek yang sama, kualitas Aset Produktif yang ditetapkan BPR B untuk Kredit yang diberikan kepada Debitur A dan Debitur C mengikuti kualitas Aset Produktif yang lebih rendah, yaitu kurang lancar. Ayat (3) Contoh penetapan kualitas Aset Produktif berdasarkan faktor penilaian yang berbeda: BPR A menetapkan kualitas Aset Produktif dalam bentuk Kredit terhadap BPR B berdasarkan faktor penilaian berupa prospek usaha, kinerja debitur, dan kemampuan membayar. Di sisi lain, BPR A menetapkan kualitas Aset Produktif dalam bentuk Penempatan pada Bank Lain pada BPR B berdasarkan faktor penilaian berupa hari tunggakan dan/atau status pengawasan BPR B. Karena terdapat perbedaan faktor penilaian untuk penetapan kualitas Aset Produktif dalam bentuk Kredit dan Penempatan pada Bank Lain maka kualitas Aset Produktif dalam bentuk Kredit dan Penempatan pada Bank Lain dapat ditetapkan secara berbeda.|1|1|(1) BPR wajib menetapkan kualitas yang sama terhadap seluruh Aset Produktif yang sama untuk membiayai:
Bab II|4|Pasal 4|(1) BPR wajib menetapkan kualitas yang sama terhadap seluruh Aset Produktif yang sama untuk membiayai: (2) Penetapan kualitas Aset Produktif sebagaimana dimaksud pada ayat (1) wajib mengikuti kualitas Aset Produktif yang paling rendah. (3) Ketentuan sebagaimana dimaksud pada ayat (2) dapat dikecualikan terhadap Aset Produktif yang ditetapkan berdasarkan faktor penilaian yang berbeda.|Ayat (1) Proyek atau usaha yang sama termasuk proyek atau usaha yang menjadi sumber pembayaran pokok dan/atau bunga yang sama. Ayat (2) Contoh 1: BPR B memberikan fasilitas Kredit investasi dan Kredit modal kerja kepada Debitur A. Hasil penilaian yang dilakukan BPR B untuk masing-masing fasilitas tersebut: a. Lancar, untuk Kredit investasi; dan b. Kurang lancar, untuk Kredit modal kerja. Mengingat kedua Kredit tersebut digunakan untuk membiayai 1 (satu) Debitur yang sama, kualitas Aset Produktif yang ditetapkan BPR B untuk Kredit yang diberikan kepada Debitur A mengikuti kualitas Aset Produktif yang lebih rendah, yaitu kurang lancar. Contoh 2: BPR B memberikan fasilitas Kredit kepada Debitur A dan Debitur C yang digunakan untuk membiayai proyek yang sama, yaitu proyek D. Sumber utama pengembalian Kredit, baik oleh Debitur A maupun Debitur C berasal dari arus kas yang akan diperoleh dari proyek D. Hasil penilaian yang dilakukan BPR B untuk Kredit yang diberikan kepada Debitur A dan Debitur C: a. Lancar, untuk Debitur A; dan b. Kurang lancar, untuk Debitur C. Mengingat kedua Kredit tersebut digunakan untuk membiayai proyek yang sama dan sumber pembayaran kewajiban pinjaman berasal dari proyek yang sama, kualitas Aset Produktif yang ditetapkan BPR B untuk Kredit yang diberikan kepada Debitur A dan Debitur C mengikuti kualitas Aset Produktif yang lebih rendah, yaitu kurang lancar. Ayat (3) Contoh penetapan kualitas Aset Produktif berdasarkan faktor penilaian yang berbeda: BPR A menetapkan kualitas Aset Produktif dalam bentuk Kredit terhadap BPR B berdasarkan faktor penilaian berupa prospek usaha, kinerja debitur, dan kemampuan membayar. Di sisi lain, BPR A menetapkan kualitas Aset Produktif dalam bentuk Penempatan pada Bank Lain pada BPR B berdasarkan faktor penilaian berupa hari tunggakan dan/atau status pengawasan BPR B. Karena terdapat perbedaan faktor penilaian untuk penetapan kualitas Aset Produktif dalam bentuk Kredit dan Penempatan pada Bank Lain maka kualitas Aset Produktif dalam bentuk Kredit dan Penempatan pada Bank Lain dapat ditetapkan secara berbeda.|1|a|a. 1 (satu) Debitur; atau
Bab II|4|Pasal 4|(1) BPR wajib menetapkan kualitas yang sama terhadap seluruh Aset Produktif yang sama untuk membiayai: (2) Penetapan kualitas Aset Produktif sebagaimana dimaksud pada ayat (1) wajib mengikuti kualitas Aset Produktif yang paling rendah. (3) Ketentuan sebagaimana dimaksud pada ayat (2) dapat dikecualikan terhadap Aset Produktif yang ditetapkan berdasarkan faktor penilaian yang berbeda.|Ayat (1) Proyek atau usaha yang sama termasuk proyek atau usaha yang menjadi sumber pembayaran pokok dan/atau bunga yang sama. Ayat (2) Contoh 1: BPR B memberikan fasilitas Kredit investasi dan Kredit modal kerja kepada Debitur A. Hasil penilaian yang dilakukan BPR B untuk masing-masing fasilitas tersebut: a. Lancar, untuk Kredit investasi; dan b. Kurang lancar, untuk Kredit modal kerja. Mengingat kedua Kredit tersebut digunakan untuk membiayai 1 (satu) Debitur yang sama, kualitas Aset Produktif yang ditetapkan BPR B untuk Kredit yang diberikan kepada Debitur A mengikuti kualitas Aset Produktif yang lebih rendah, yaitu kurang lancar. Contoh 2: BPR B memberikan fasilitas Kredit kepada Debitur A dan Debitur C yang digunakan untuk membiayai proyek yang sama, yaitu proyek D. Sumber utama pengembalian Kredit, baik oleh Debitur A maupun Debitur C berasal dari arus kas yang akan diperoleh dari proyek D. Hasil penilaian yang dilakukan BPR B untuk Kredit yang diberikan kepada Debitur A dan Debitur C: a. Lancar, untuk Debitur A; dan b. Kurang lancar, untuk Debitur C. Mengingat kedua Kredit tersebut digunakan untuk membiayai proyek yang sama dan sumber pembayaran kewajiban pinjaman berasal dari proyek yang sama, kualitas Aset Produktif yang ditetapkan BPR B untuk Kredit yang diberikan kepada Debitur A dan Debitur C mengikuti kualitas Aset Produktif yang lebih rendah, yaitu kurang lancar. Ayat (3) Contoh penetapan kualitas Aset Produktif berdasarkan faktor penilaian yang berbeda: BPR A menetapkan kualitas Aset Produktif dalam bentuk Kredit terhadap BPR B berdasarkan faktor penilaian berupa prospek usaha, kinerja debitur, dan kemampuan membayar. Di sisi lain, BPR A menetapkan kualitas Aset Produktif dalam bentuk Penempatan pada Bank Lain pada BPR B berdasarkan faktor penilaian berupa hari tunggakan dan/atau status pengawasan BPR B. Karena terdapat perbedaan faktor penilaian untuk penetapan kualitas Aset Produktif dalam bentuk Kredit dan Penempatan pada Bank Lain maka kualitas Aset Produktif dalam bentuk Kredit dan Penempatan pada Bank Lain dapat ditetapkan secara berbeda.|2|b|b. 1 (satu) proyek atau usaha yang sama.
Bab II|4|Pasal 4|(1) BPR wajib menetapkan kualitas yang sama terhadap seluruh Aset Produktif yang sama untuk membiayai: (2) Penetapan kualitas Aset Produktif sebagaimana dimaksud pada ayat (1) wajib mengikuti kualitas Aset Produktif yang paling rendah. (3) Ketentuan sebagaimana dimaksud pada ayat (2) dapat dikecualikan terhadap Aset Produktif yang ditetapkan berdasarkan faktor penilaian yang berbeda.|Ayat (1) Proyek atau usaha yang sama termasuk proyek atau usaha yang menjadi sumber pembayaran pokok dan/atau bunga yang sama. Ayat (2) Contoh 1: BPR B memberikan fasilitas Kredit investasi dan Kredit modal kerja kepada Debitur A. Hasil penilaian yang dilakukan BPR B untuk masing-masing fasilitas tersebut: a. Lancar, untuk Kredit investasi; dan b. Kurang lancar, untuk Kredit modal kerja. Mengingat kedua Kredit tersebut digunakan untuk membiayai 1 (satu) Debitur yang sama, kualitas Aset Produktif yang ditetapkan BPR B untuk Kredit yang diberikan kepada Debitur A mengikuti kualitas Aset Produktif yang lebih rendah, yaitu kurang lancar. Contoh 2: BPR B memberikan fasilitas Kredit kepada Debitur A dan Debitur C yang digunakan untuk membiayai proyek yang sama, yaitu proyek D. Sumber utama pengembalian Kredit, baik oleh Debitur A maupun Debitur C berasal dari arus kas yang akan diperoleh dari proyek D. Hasil penilaian yang dilakukan BPR B untuk Kredit yang diberikan kepada Debitur A dan Debitur C: a. Lancar, untuk Debitur A; dan b. Kurang lancar, untuk Debitur C. Mengingat kedua Kredit tersebut digunakan untuk membiayai proyek yang sama dan sumber pembayaran kewajiban pinjaman berasal dari proyek yang sama, kualitas Aset Produktif yang ditetapkan BPR B untuk Kredit yang diberikan kepada Debitur A dan Debitur C mengikuti kualitas Aset Produktif yang lebih rendah, yaitu kurang lancar. Ayat (3) Contoh penetapan kualitas Aset Produktif berdasarkan faktor penilaian yang berbeda: BPR A menetapkan kualitas Aset Produktif dalam bentuk Kredit terhadap BPR B berdasarkan faktor penilaian berupa prospek usaha, kinerja debitur, dan kemampuan membayar. Di sisi lain, BPR A menetapkan kualitas Aset Produktif dalam bentuk Penempatan pada Bank Lain pada BPR B berdasarkan faktor penilaian berupa hari tunggakan dan/atau status pengawasan BPR B. Karena terdapat perbedaan faktor penilaian untuk penetapan kualitas Aset Produktif dalam bentuk Kredit dan Penempatan pada Bank Lain maka kualitas Aset Produktif dalam bentuk Kredit dan Penempatan pada Bank Lain dapat ditetapkan secara berbeda.|3|2|(2) Penetapan kualitas Aset Produktif sebagaimana dimaksud pada ayat (1) wajib mengikuti kualitas Aset Produktif yang paling rendah.
Bab II|4|Pasal 4|(1) BPR wajib menetapkan kualitas yang sama terhadap seluruh Aset Produktif yang sama untuk membiayai: (2) Penetapan kualitas Aset Produktif sebagaimana dimaksud pada ayat (1) wajib mengikuti kualitas Aset Produktif yang paling rendah. (3) Ketentuan sebagaimana dimaksud pada ayat (2) dapat dikecualikan terhadap Aset Produktif yang ditetapkan berdasarkan faktor penilaian yang berbeda.|Ayat (1) Proyek atau usaha yang sama termasuk proyek atau usaha yang menjadi sumber pembayaran pokok dan/atau bunga yang sama. Ayat (2) Contoh 1: BPR B memberikan fasilitas Kredit investasi dan Kredit modal kerja kepada Debitur A. Hasil penilaian yang dilakukan BPR B untuk masing-masing fasilitas tersebut: a. Lancar, untuk Kredit investasi; dan b. Kurang lancar, untuk Kredit modal kerja. Mengingat kedua Kredit tersebut digunakan untuk membiayai 1 (satu) Debitur yang sama, kualitas Aset Produktif yang ditetapkan BPR B untuk Kredit yang diberikan kepada Debitur A mengikuti kualitas Aset Produktif yang lebih rendah, yaitu kurang lancar. Contoh 2: BPR B memberikan fasilitas Kredit kepada Debitur A dan Debitur C yang digunakan untuk membiayai proyek yang sama, yaitu proyek D. Sumber utama pengembalian Kredit, baik oleh Debitur A maupun Debitur C berasal dari arus kas yang akan diperoleh dari proyek D. Hasil penilaian yang dilakukan BPR B untuk Kredit yang diberikan kepada Debitur A dan Debitur C: a. Lancar, untuk Debitur A; dan b. Kurang lancar, untuk Debitur C. Mengingat kedua Kredit tersebut digunakan untuk membiayai proyek yang sama dan sumber pembayaran kewajiban pinjaman berasal dari proyek yang sama, kualitas Aset Produktif yang ditetapkan BPR B untuk Kredit yang diberikan kepada Debitur A dan Debitur C mengikuti kualitas Aset Produktif yang lebih rendah, yaitu kurang lancar. Ayat (3) Contoh penetapan kualitas Aset Produktif berdasarkan faktor penilaian yang berbeda: BPR A menetapkan kualitas Aset Produktif dalam bentuk Kredit terhadap BPR B berdasarkan faktor penilaian berupa prospek usaha, kinerja debitur, dan kemampuan membayar. Di sisi lain, BPR A menetapkan kualitas Aset Produktif dalam bentuk Penempatan pada Bank Lain pada BPR B berdasarkan faktor penilaian berupa hari tunggakan dan/atau status pengawasan BPR B. Karena terdapat perbedaan faktor penilaian untuk penetapan kualitas Aset Produktif dalam bentuk Kredit dan Penempatan pada Bank Lain maka kualitas Aset Produktif dalam bentuk Kredit dan Penempatan pada Bank Lain dapat ditetapkan secara berbeda.|4|3|(3) Ketentuan sebagaimana dimaksud pada ayat (2) dapat dikecualikan terhadap Aset Produktif yang ditetapkan berdasarkan faktor penilaian yang berbeda.
