Regulasi|Tipe|Tanggal|Status|Properti Regulasi|Bagian (Section)|Kode Item|Item Ref|Item|Item Description|Property|Kode Sub Item|Sub Item Ref|Sub Item
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 7 TAHUN 2024 TENTANG BANK PEREKONOMIAN RAKYAT DAN BANK PEREKONOMIAN RAKYAT SYARIAH|POJK|25 April 2024|||Ketentuan|1|Pasal 1|Definisi istilah dalam Peraturan OJK ini|Cukup jelas.||11|11|Kantor Kas adalah kantor BPR atau BPR Syariah di bawah Kantor Pusat atau Kantor Cabang yang melaksanakan pelayanan kas dan dukungan penyaluran dana, dengan alamat yang jelas tempat Kantor Kas melaksanakan kegiatan usaha.
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 7 TAHUN 2024 TENTANG BANK PEREKONOMIAN RAKYAT DAN BANK PEREKONOMIAN RAKYAT SYARIAH|POJK|25 April 2024|||Ketentuan|1|Pasal 1|Definisi istilah dalam Peraturan OJK ini|Cukup jelas.||12|12|Terminal Perbankan Elektronik adalah perangkat elektronik yang disediakan BPR atau BPR Syariah untuk memberikan layanan perbankan kepada nasabah, yang berlokasi baik di dalam maupun di luar kantor BPR atau BPR Syariah.
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 7 TAHUN 2024 TENTANG BANK PEREKONOMIAN RAKYAT DAN BANK PEREKONOMIAN RAKYAT SYARIAH|POJK|25 April 2024|||Ketentuan|1|Pasal 1|Definisi istilah dalam Peraturan OJK ini|Cukup jelas.||13|13|Penggabungan adalah perbuatan hukum yang dilakukan oleh 1 (satu) atau lebih BPR, BPR Syariah, atau LKM untuk menggabungkan diri dengan BPR atau BPR Syariah lain yang telah ada yang mengakibatkan aset serta liabilitas dan ekuitas dari BPR, BPR Syariah, atau LKM yang menggabungkan diri beralih karena hukum kepada BPR atau BPR Syariah yang menerima penggabungan dan selanjutnya status badan hukum BPR, BPR Syariah, atau LKM yang menggabungkan diri berakhir karena hukum.
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 7 TAHUN 2024 TENTANG BANK PEREKONOMIAN RAKYAT DAN BANK PEREKONOMIAN RAKYAT SYARIAH|POJK|25 April 2024|||Ketentuan|1|Pasal 1|Definisi istilah dalam Peraturan OJK ini|Cukup jelas.||14|14|Peleburan adalah perbuatan hukum yang dilakukan oleh 2 (dua) atau lebih BPR atau BPR Syariah untuk meleburkan diri dengan cara mendirikan 1 (satu) BPR atau BPR Syariah baru yang karena hukum memperoleh aset serta liabilitas dan ekuitas dari BPR atau BPR Syariah yang meleburkan diri dan status badan hukum BPR atau BPR Syariah yang meleburkan diri berakhir karena hukum.
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 7 TAHUN 2024 TENTANG BANK PEREKONOMIAN RAKYAT DAN BANK PEREKONOMIAN RAKYAT SYARIAH|POJK|25 April 2024|||Ketentuan|1|Pasal 1|Definisi istilah dalam Peraturan OJK ini|Cukup jelas.||15|15|Pengambilalihan adalah perbuatan hukum yang dilakukan oleh badan hukum atau orang perseorangan untuk mengambil alih saham BPR atau BPR Syariah yang mengakibatkan beralihnya pengendalian BPR atau BPR Syariah.
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 7 TAHUN 2024 TENTANG BANK PEREKONOMIAN RAKYAT DAN BANK PEREKONOMIAN RAKYAT SYARIAH|POJK|25 April 2024|||Ketentuan|1|Pasal 1|Definisi istilah dalam Peraturan OJK ini|Cukup jelas.||16|16|Rapat Umum Pemegang Saham yang selanjutnya disingkat dengan RUPS adalah rapat umum pemegang saham bagi BPR atau BPR Syariah berbentuk badan hukum perseroan terbatas atau perusahaan perseroan daerah, rapat kepala daerah yang mewakili pemerintah daerah dalam kepemilikan kekayaan daerah yang dipisahkan pada perusahaan umum daerah bagi BPR berbentuk badan hukum perusahaan umum daerah, rapat anggota bagi BPR atau BPR Syariah berbentuk badan hukum koperasi, atau rapat pemegang saham bagi BPR berbentuk badan hukum perusahaan daerah.
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 7 TAHUN 2024 TENTANG BANK PEREKONOMIAN RAKYAT DAN BANK PEREKONOMIAN RAKYAT SYARIAH|POJK|25 April 2024|||Ketentuan|1|Pasal 1|Definisi istilah dalam Peraturan OJK ini|Cukup jelas.||17|17|Pemegang Saham Pengendali yang selanjutnya disingkat PSP adalah badan hukum, orang perseorangan, dan/atau kelompok usaha yang memiliki saham perusahaan atau BPR atau BPR Syariah sebesar 25% (dua puluh lima persen) atau lebih dari jumlah saham yang dikeluarkan dan mempunyai hak suara, atau memiliki saham perusahaan atau BPR atau BPR Syariah kurang dari 25% (dua puluh lima persen) dari jumlah saham yang dikeluarkan dan mempunyai hak suara namun yang bersangkutan dapat dibuktikan telah melakukan pengendalian perusahaan atau BPR atau BPR Syariah, baik secara langsung maupun tidak langsung.
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 7 TAHUN 2024 TENTANG BANK PEREKONOMIAN RAKYAT DAN BANK PEREKONOMIAN RAKYAT SYARIAH|POJK|25 April 2024|||Ketentuan|1|Pasal 1|Definisi istilah dalam Peraturan OJK ini|Cukup jelas.||18|18|Direksi adalah direksi bagi BPR atau BPR Syariah berbentuk badan hukum perseroan terbatas, perusahaan umum daerah, perusahaan perseroan daerah, perusahaan daerah, atau pengurus bagi BPR atau BPR Syariah berbentuk badan hukum koperasi.
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 7 TAHUN 2024 TENTANG BANK PEREKONOMIAN RAKYAT DAN BANK PEREKONOMIAN RAKYAT SYARIAH|POJK|25 April 2024|||Ketentuan|1|Pasal 1|Definisi istilah dalam Peraturan OJK ini|Cukup jelas.||19|19|Dewan Komisaris adalah dewan komisaris bagi BPR atau BPR Syariah berbentuk badan hukum perseroan terbatas, komisaris bagi BPR atau BPR Syariah berbentuk badan hukum perusahaan perseroan daerah, dewan pengawas bagi BPR berbentuk badan hukum perusahaan umum daerah dan perusahaan daerah, serta pengawas bagi BPR atau BPR Syariah berbentuk badan hukum koperasi.
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 7 TAHUN 2024 TENTANG BANK PEREKONOMIAN RAKYAT DAN BANK PEREKONOMIAN RAKYAT SYARIAH|POJK|25 April 2024|||Ketentuan|1|Pasal 1|Definisi istilah dalam Peraturan OJK ini|Cukup jelas.||20|20|Dewan Pengawas Syariah yang selanjutnya disingkat DPS adalah pihak yang memiliki tugas dan fungsi pengawasan terhadap penyelenggaraan kegiatan BPR Syariah agar sesuai dengan prinsip syariah.
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 7 TAHUN 2024 TENTANG BANK PEREKONOMIAN RAKYAT DAN BANK PEREKONOMIAN RAKYAT SYARIAH|POJK|25 April 2024|||Ketentuan|1|Pasal 1|Definisi istilah dalam Peraturan OJK ini|Cukup jelas.||21|21|Pejabat Eksekutif adalah pejabat BPR atau BPR Syariah yang bertanggung jawab langsung kepada anggota Direksi atau mempunyai pengaruh yang signifikan terhadap kebijakan dan/atau operasional BPR atau BPR Syariah.
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 7 TAHUN 2024 TENTANG BANK PEREKONOMIAN RAKYAT DAN BANK PEREKONOMIAN RAKYAT SYARIAH|POJK|25 April 2024|||Ketentuan|1|Pasal 1|Definisi istilah dalam Peraturan OJK ini|Cukup jelas.||22|22|Prinsip Syariah adalah prinsip hukum Islam berdasarkan fatwa dan/atau pernyataan kesesuaian syariah yang dikeluarkan oleh lembaga yang memiliki kewenangan dalam penetapan fatwa di bidang syariah.
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 7 TAHUN 2024 TENTANG BANK PEREKONOMIAN RAKYAT DAN BANK PEREKONOMIAN RAKYAT SYARIAH|POJK|25 April 2024|||Bab II|2|Pasal 2 ayat (1)|BPR atau BPR Syariah didirikan berdasarkan:|Huruf a Cukup jelas. Huruf b Cukup jelas. Huruf c Cukup jelas. Huruf d BPR dapat melakukan perubahan izin usaha menjadi BPR Syariah. Perubahan izin usaha BPR menjadi izin usaha BPR Syariah dilakukan sesuai dengan Peraturan OJK mengenai perubahan kegiatan usaha bank konvensional menjadi bank syariah. Huruf e Perubahan izin usaha LKM menjadi izin usaha BPR atau BPR Syariah dilakukan sesuai dengan Peraturan OJK mengenai transformasi LKM menjadi BPR atau BPR Syariah.||1|a|permohonan oleh calon PSP;
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 7 TAHUN 2024 TENTANG BANK PEREKONOMIAN RAKYAT DAN BANK PEREKONOMIAN RAKYAT SYARIAH|POJK|25 April 2024|||Bab II|2|Pasal 2 ayat (1)|BPR atau BPR Syariah didirikan berdasarkan:|Huruf a Cukup jelas. Huruf b Cukup jelas. Huruf c Cukup jelas. Huruf d BPR dapat melakukan perubahan izin usaha menjadi BPR Syariah. Perubahan izin usaha BPR menjadi izin usaha BPR Syariah dilakukan sesuai dengan Peraturan OJK mengenai perubahan kegiatan usaha bank konvensional menjadi bank syariah. Huruf e Perubahan izin usaha LKM menjadi izin usaha BPR atau BPR Syariah dilakukan sesuai dengan Peraturan OJK mengenai transformasi LKM menjadi BPR atau BPR Syariah.||2|b|perubahan izin usaha BUK menjadi BPR atau BPR Syariah;
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 7 TAHUN 2024 TENTANG BANK PEREKONOMIAN RAKYAT DAN BANK PEREKONOMIAN RAKYAT SYARIAH|POJK|25 April 2024|||Bab II|2|Pasal 2 ayat (1)|BPR atau BPR Syariah didirikan berdasarkan:|Huruf a Cukup jelas. Huruf b Cukup jelas. Huruf c Cukup jelas. Huruf d BPR dapat melakukan perubahan izin usaha menjadi BPR Syariah. Perubahan izin usaha BPR menjadi izin usaha BPR Syariah dilakukan sesuai dengan Peraturan OJK mengenai perubahan kegiatan usaha bank konvensional menjadi bank syariah. Huruf e Perubahan izin usaha LKM menjadi izin usaha BPR atau BPR Syariah dilakukan sesuai dengan Peraturan OJK mengenai transformasi LKM menjadi BPR atau BPR Syariah.||3|c|perubahan izin usaha BUS menjadi BPR Syariah;
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 7 TAHUN 2024 TENTANG BANK PEREKONOMIAN RAKYAT DAN BANK PEREKONOMIAN RAKYAT SYARIAH|POJK|25 April 2024|||Bab II|2|Pasal 2 ayat (1)|BPR atau BPR Syariah didirikan berdasarkan:|Huruf a Cukup jelas. Huruf b Cukup jelas. Huruf c Cukup jelas. Huruf d BPR dapat melakukan perubahan izin usaha menjadi BPR Syariah. Perubahan izin usaha BPR menjadi izin usaha BPR Syariah dilakukan sesuai dengan Peraturan OJK mengenai perubahan kegiatan usaha bank konvensional menjadi bank syariah. Huruf e Perubahan izin usaha LKM menjadi izin usaha BPR atau BPR Syariah dilakukan sesuai dengan Peraturan OJK mengenai transformasi LKM menjadi BPR atau BPR Syariah.||4|d|perubahan izin usaha BPR menjadi BPR Syariah; atau
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 7 TAHUN 2024 TENTANG BANK PEREKONOMIAN RAKYAT DAN BANK PEREKONOMIAN RAKYAT SYARIAH|POJK|25 April 2024|||Bab II|2|Pasal 2 ayat (1)|BPR atau BPR Syariah didirikan berdasarkan:|Huruf a Cukup jelas. Huruf b Cukup jelas. Huruf c Cukup jelas. Huruf d BPR dapat melakukan perubahan izin usaha menjadi BPR Syariah. Perubahan izin usaha BPR menjadi izin usaha BPR Syariah dilakukan sesuai dengan Peraturan OJK mengenai perubahan kegiatan usaha bank konvensional menjadi bank syariah. Huruf e Perubahan izin usaha LKM menjadi izin usaha BPR atau BPR Syariah dilakukan sesuai dengan Peraturan OJK mengenai transformasi LKM menjadi BPR atau BPR Syariah.||5|e|perubahan izin usaha LKM menjadi BPR atau BPR Syariah.
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 7 TAHUN 2024 TENTANG BANK PEREKONOMIAN RAKYAT DAN BANK PEREKONOMIAN RAKYAT SYARIAH|POJK|25 April 2024|||Bab II|3|Pasal 2 ayat (2)|BPR atau BPR Syariah sebagaimana dimaksud pada ayat (1) melakukan kegiatan usaha setelah memperoleh izin usaha dari OJK.|Cukup jelas.||||
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 7 TAHUN 2024 TENTANG BANK PEREKONOMIAN RAKYAT DAN BANK PEREKONOMIAN RAKYAT SYARIAH|POJK|25 April 2024|||Bab II|4|Pasal 3 ayat (1)|BPR dan BPR Syariah didirikan oleh:|Huruf a Cukup jelas. Huruf b Badan hukum Indonesia antara lain pemerintah, pemerintah daerah, badan usaha milik negara, badan usaha milik daerah, koperasi, perseroan terbatas, dan badan hukum lain yang dimiliki oleh swasta yang didirikan berdasarkan ketentuan peraturan perundang-undangan.||1|a|warga negara Indonesia; dan/atau
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 7 TAHUN 2024 TENTANG BANK PEREKONOMIAN RAKYAT DAN BANK PEREKONOMIAN RAKYAT SYARIAH|POJK|25 April 2024|||Bab II|4|Pasal 3 ayat (1)|BPR dan BPR Syariah didirikan oleh:|Huruf a Cukup jelas. Huruf b Badan hukum Indonesia antara lain pemerintah, pemerintah daerah, badan usaha milik negara, badan usaha milik daerah, koperasi, perseroan terbatas, dan badan hukum lain yang dimiliki oleh swasta yang didirikan berdasarkan ketentuan peraturan perundang-undangan.||2|b|badan hukum Indonesia.
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 7 TAHUN 2024 TENTANG BANK PEREKONOMIAN RAKYAT DAN BANK PEREKONOMIAN RAKYAT SYARIAH|POJK|25 April 2024|||Bab II|5|Pasal 3 ayat (2)|Dalam hal badan hukum Indonesia sebagaimana dimaksud pada ayat (1) huruf b diajukan sebagai calon PSP, badan hukum dimaksud harus telah beroperasi dalam jangka waktu sesuai dengan Peraturan OJK mengenai penilaian kemampuan dan kepatutan bagi pihak utama lembaga jasa keuangan.|Cukup jelas.||||
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 7 TAHUN 2024 TENTANG BANK PEREKONOMIAN RAKYAT DAN BANK PEREKONOMIAN RAKYAT SYARIAH|POJK|25 April 2024|||Bab II|6|Pasal 3 ayat (3)|Berdasarkan pertimbangan tertentu, OJK dapat menetapkan jangka waktu operasional badan hukum yang berbeda sebagaimana dimaksud pada ayat (2).|Pertimbangan tertentu antara lain didasarkan pada faktor ekonomi dan sosial wilayah tertentu serta kelangsungan bisnis BPR atau BPR Syariah.||||
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 7 TAHUN 2024 TENTANG BANK PEREKONOMIAN RAKYAT DAN BANK PEREKONOMIAN RAKYAT SYARIAH|POJK|25 April 2024|||Bab II|7|Pasal 4|BPR dan BPR Syariah berbentuk badan hukum:|Huruf a Termasuk perseroan terbatas yaitu perusahaan perseroan daerah. Huruf b Cukup jelas.||1|a|perseroan terbatas; atau
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 7 TAHUN 2024 TENTANG BANK PEREKONOMIAN RAKYAT DAN BANK PEREKONOMIAN RAKYAT SYARIAH|POJK|25 April 2024|||Bab II|7|Pasal 4|BPR dan BPR Syariah berbentuk badan hukum:|Huruf a Termasuk perseroan terbatas yaitu perusahaan perseroan daerah. Huruf b Cukup jelas.||2|b|koperasi.
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 7 TAHUN 2024 TENTANG BANK PEREKONOMIAN RAKYAT DAN BANK PEREKONOMIAN RAKYAT SYARIAH|POJK|25 April 2024|||Bab II|8|Pasal 5|BPR atau BPR Syariah harus memiliki anggaran dasar yang memenuhi persyaratan anggaran dasar sesuai dengan ketentuan peraturan perundang-undangan dan memuat pernyataan bahwa:|Huruf a Perubahan PSP termasuk penggantian PSP dan/atau penambahan PSP. Huruf b Cukup jelas. Huruf c Cukup jelas.||1|a|penambahan modal disetor dan perubahan kepemilikan saham yang mengakibatkan perubahan PSP;
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 7 TAHUN 2024 TENTANG BANK PEREKONOMIAN RAKYAT DAN BANK PEREKONOMIAN RAKYAT SYARIAH|POJK|25 April 2024|||Bab II|8|Pasal 5|BPR atau BPR Syariah harus memiliki anggaran dasar yang memenuhi persyaratan anggaran dasar sesuai dengan ketentuan peraturan perundang-undangan dan memuat pernyataan bahwa:|Huruf a Perubahan PSP termasuk penggantian PSP dan/atau penambahan PSP. Huruf b Cukup jelas. Huruf c Cukup jelas.||2|b|pengangkatan anggota Direksi dan anggota Dewan Komisaris; dan
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 7 TAHUN 2024 TENTANG BANK PEREKONOMIAN RAKYAT DAN BANK PEREKONOMIAN RAKYAT SYARIAH|POJK|25 April 2024|||Bab II|8|Pasal 5|BPR atau BPR Syariah harus memiliki anggaran dasar yang memenuhi persyaratan anggaran dasar sesuai dengan ketentuan peraturan perundang-undangan dan memuat pernyataan bahwa:|Huruf a Perubahan PSP termasuk penggantian PSP dan/atau penambahan PSP. Huruf b Cukup jelas. Huruf c Cukup jelas.||3|c|pengangkatan anggota DPS, bagi BPR Syariah, berlaku setelah memperoleh persetujuan dari OJK.
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 7 TAHUN 2024 TENTANG BANK PEREKONOMIAN RAKYAT DAN BANK PEREKONOMIAN RAKYAT SYARIAH|POJK|25 April 2024|||Bab II|9|Pasal 6 ayat (1)|Modal disetor pendirian BPR sebagaimana dimaksud dalam Pasal 2 ayat (1) huruf a paling sedikit:|Modal disetor bagi BPR berbentuk badan hukum Koperasi yaitu simpanan pokok dan simpanan wajib sesuai dengan Undang-Undang mengenai perkoperasian.||1|a|Rp100.000.000.000,00 (seratus miliar rupiah), bagi BPR yang didirikan di zona 1;
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 7 TAHUN 2024 TENTANG BANK PEREKONOMIAN RAKYAT DAN BANK PEREKONOMIAN RAKYAT SYARIAH|POJK|25 April 2024|||Bab II|9|Pasal 6 ayat (1)|Modal disetor pendirian BPR sebagaimana dimaksud dalam Pasal 2 ayat (1) huruf a paling sedikit:|Modal disetor bagi BPR berbentuk badan hukum Koperasi yaitu simpanan pokok dan simpanan wajib sesuai dengan Undang-Undang mengenai perkoperasian.||2|b|Rp50.000.000.000,00 (lima puluh miliar rupiah), bagi BPR yang didirikan di zona 2; dan
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 7 TAHUN 2024 TENTANG BANK PEREKONOMIAN RAKYAT DAN BANK PEREKONOMIAN RAKYAT SYARIAH|POJK|25 April 2024|||Bab II|9|Pasal 6 ayat (1)|Modal disetor pendirian BPR sebagaimana dimaksud dalam Pasal 2 ayat (1) huruf a paling sedikit:|Modal disetor bagi BPR berbentuk badan hukum Koperasi yaitu simpanan pokok dan simpanan wajib sesuai dengan Undang-Undang mengenai perkoperasian.||3|c|Rp25.000.000.000,00 (dua puluh lima miliar rupiah), bagi BPR yang didirikan di zona 3.
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 7 TAHUN 2024 TENTANG BANK PEREKONOMIAN RAKYAT DAN BANK PEREKONOMIAN RAKYAT SYARIAH|POJK|25 April 2024|||Bab II|10|Pasal 6 ayat (2)|Modal disetor pendirian BPR Syariah sebagaimana dimaksud dalam Pasal 2 ayat (1) huruf a paling sedikit:|Modal disetor bagi BPR Syariah berbentuk badan hukum Koperasi yaitu simpanan pokok dan simpanan wajib sesuai dengan Undang-Undang mengenai perkoperasian.||1|a|Rp75.000.000.000,00 (tujuh puluh lima miliar rupiah), bagi BPR Syariah yang didirikan di zona 1;
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 7 TAHUN 2024 TENTANG BANK PEREKONOMIAN RAKYAT DAN BANK PEREKONOMIAN RAKYAT SYARIAH|POJK|25 April 2024|||Bab II|10|Pasal 6 ayat (2)|Modal disetor pendirian BPR Syariah sebagaimana dimaksud dalam Pasal 2 ayat (1) huruf a paling sedikit:|Modal disetor bagi BPR Syariah berbentuk badan hukum Koperasi yaitu simpanan pokok dan simpanan wajib sesuai dengan Undang-Undang mengenai perkoperasian.||2|b|Rp35.000.000.000,00 (tiga puluh lima miliar rupiah), bagi BPR Syariah yang didirikan di zona 2; dan
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 7 TAHUN 2024 TENTANG BANK PEREKONOMIAN RAKYAT DAN BANK PEREKONOMIAN RAKYAT SYARIAH|POJK|25 April 2024|||Bab II|10|Pasal 6 ayat (2)|Modal disetor pendirian BPR Syariah sebagaimana dimaksud dalam Pasal 2 ayat (1) huruf a paling sedikit:|Modal disetor bagi BPR Syariah berbentuk badan hukum Koperasi yaitu simpanan pokok dan simpanan wajib sesuai dengan Undang-Undang mengenai perkoperasian.||3|c|Rp15.000.000.000,00 (lima belas miliar rupiah), bagi BPR Syariah yang didirikan di zona 3.
