Regulasi|Tipe|Tanggal|Status|Properti Regulasi|Bagian (Section)|Kode Item|Item Ref|Item|Item Description|Property|Kode Sub Item|Sub Item Ref|Sub Item
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 26 TAHUN 2024 TENTANG PERLUASAN KEGIATAN USAHA PERBANKAN|POJK|13 Desember 2024|||Ketentuan|1|Pasal 1|Dalam Peraturan Otoritas Jasa Keuangan ini, yang dimaksud dengan:|Cukup jelas.||11|11|Prinsip Syariah adalah prinsip hukum Islam berdasarkan fatwa dan/atau pernyataan kesesuaian syariah yang dikeluarkan oleh lembaga yang memiliki kewenangan dalam penetapan fatwa di bidang syariah.
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 26 TAHUN 2024 TENTANG PERLUASAN KEGIATAN USAHA PERBANKAN|POJK|13 Desember 2024|||Ketentuan|1|Pasal 1|Dalam Peraturan Otoritas Jasa Keuangan ini, yang dimaksud dengan:|Cukup jelas.||12|12|Surat Kredit Berdokumen Dalam Negeri yang selanjutnya disingkat SKBDN adalah janji tertulis dari bank penerbit (issuing bank) untuk melakukan pembayaran kepada penerima manfaat (beneficiary) sepanjang seluruh persyaratan dan dokumen dalam SKBDN dipenuhi.
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 26 TAHUN 2024 TENTANG PERLUASAN KEGIATAN USAHA PERBANKAN|POJK|13 Desember 2024|||Ketentuan|1|Pasal 1|Dalam Peraturan Otoritas Jasa Keuangan ini, yang dimaksud dengan:|Cukup jelas.||13|13|Tanda Tangan Elektronik adalah tanda tangan yang terdiri atas informasi elektronik yang dilekatkan, terasosiasi, atau terkait dengan informasi elektronik lainnya yang digunakan sebagai alat verifikasi dan autentikasi.
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 26 TAHUN 2024 TENTANG PERLUASAN KEGIATAN USAHA PERBANKAN|POJK|13 Desember 2024|||Bab II|2|Pasal 2 ayat 1|Bank Umum yang melaksanakan kegiatan usaha secara konvensional dilarang melakukan Penyertaan Modal selain kepada:|Cukup jelas.||1|a|lembaga jasa keuangan; dan/atau
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 26 TAHUN 2024 TENTANG PERLUASAN KEGIATAN USAHA PERBANKAN|POJK|13 Desember 2024|||Bab II|2|Pasal 2 ayat 1|Bank Umum yang melaksanakan kegiatan usaha secara konvensional dilarang melakukan Penyertaan Modal selain kepada:|Cukup jelas.||2|b|perusahaan lain yang mendukung industri perbankan.
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 26 TAHUN 2024 TENTANG PERLUASAN KEGIATAN USAHA PERBANKAN|POJK|13 Desember 2024|||Bab II|3|Pasal 2 ayat 2|Bank Umum yang melaksanakan kegiatan usaha berdasarkan Prinsip Syariah dilarang melakukan Penyertaan Modal selain kepada:|Cukup jelas.||1|a|lembaga jasa keuangan yang melakukan kegiatan usaha berdasarkan Prinsip Syariah; dan/atau
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 26 TAHUN 2024 TENTANG PERLUASAN KEGIATAN USAHA PERBANKAN|POJK|13 Desember 2024|||Bab II|3|Pasal 2 ayat 2|Bank Umum yang melaksanakan kegiatan usaha berdasarkan Prinsip Syariah dilarang melakukan Penyertaan Modal selain kepada:|Cukup jelas.||2|b|lembaga nonkeuangan yang mendukung industri perbankan syariah yang tidak bertentangan dengan Prinsip Syariah.
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 26 TAHUN 2024 TENTANG PERLUASAN KEGIATAN USAHA PERBANKAN|POJK|13 Desember 2024|||Bab II|4|Pasal 2 ayat 3|Perusahaan lain yang mendukung industri perbankan sebagaimana dimaksud pada ayat (1) huruf b dan lembaga nonkeuangan yang mendukung industri perbankan syariah yang tidak bertentangan dengan Prinsip Syariah sebagaimana dimaksud pada ayat (2) huruf b berkedudukan di wilayah Indonesia atau di luar wilayah Indonesia.|Cukup jelas.||||
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 26 TAHUN 2024 TENTANG PERLUASAN KEGIATAN USAHA PERBANKAN|POJK|13 Desember 2024|||Bab II|5|Pasal 2 ayat 4|Unit usaha syariah dan kantor cabang dari bank yang berkedudukan di luar negeri dilarang melakukan kegiatan Penyertaan Modal.|Cukup jelas.||||
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 26 TAHUN 2024 TENTANG PERLUASAN KEGIATAN USAHA PERBANKAN|POJK|13 Desember 2024|||Bab II|6|Pasal 3 ayat 1|Perusahaan lain yang mendukung industri perbankan sebagaimana dimaksud dalam Pasal 2 ayat (1) huruf b dan lembaga nonkeuangan yang mendukung industri perbankan syariah yang tidak bertentangan dengan Prinsip Syariah sebagaimana dimaksud dalam Pasal 2 ayat (2) huruf b, terdiri atas:|Huruf a Yang dimaksud dengan “perusahaan” adalah perusahaan tempat Bank Umum melakukan Penyertaan Modal sebagaimana diatur dalam Peraturan Otoritas Jasa Keuangan mengenai kegiatan penyertaan modal oleh Bank Umum. Perusahaan yang didirikan atau kegiatan usahanya diutamakan untuk mendukung kegiatan usaha Bank Umum dan/atau perusahaan anak Bank Umum, antara lain, perusahaan penyedia jasa teknologi informasi yang kegiatan usahanya diutamakan bagi Bank Umum dan/atau perusahaan anak. Yang dimaksud dengan “perusahaan anak” adalah perusahaan anak sesuai dengan Peraturan Otoritas Jasa Keuangan mengenai kegiatan penyertaan modal oleh Bank Umum. Huruf b Pemanfaatan teknologi informasi dapat dilakukan untuk menghasilkan produk keuangan atau yang disertai dengan fasilitas transaksi keuangan, antara lain, perusahaan penyelenggara uang elektronik dan perusahaan teknologi finansial. Huruf c Perusahaan yang secara karakteristik bisnis ditujukan untuk mendukung kegiatan usaha industri perbankan, antara lain, lembaga pengelola informasi perkreditan, perusahaan switching, dan lembaga kliring. Huruf d Cukup jelas.||1|a|perusahaan yang didirikan atau kegiatan usahanya diutamakan untuk mendukung kegiatan usaha Bank Umum dan/atau perusahaan anak Bank Umum;
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 26 TAHUN 2024 TENTANG PERLUASAN KEGIATAN USAHA PERBANKAN|POJK|13 Desember 2024|||Bab II|6|Pasal 3 ayat 1|Perusahaan lain yang mendukung industri perbankan sebagaimana dimaksud dalam Pasal 2 ayat (1) huruf b dan lembaga nonkeuangan yang mendukung industri perbankan syariah yang tidak bertentangan dengan Prinsip Syariah sebagaimana dimaksud dalam Pasal 2 ayat (2) huruf b, terdiri atas:|Huruf a Yang dimaksud dengan “perusahaan” adalah perusahaan tempat Bank Umum melakukan Penyertaan Modal sebagaimana diatur dalam Peraturan Otoritas Jasa Keuangan mengenai kegiatan penyertaan modal oleh Bank Umum. Perusahaan yang didirikan atau kegiatan usahanya diutamakan untuk mendukung kegiatan usaha Bank Umum dan/atau perusahaan anak Bank Umum, antara lain, perusahaan penyedia jasa teknologi informasi yang kegiatan usahanya diutamakan bagi Bank Umum dan/atau perusahaan anak. Yang dimaksud dengan “perusahaan anak” adalah perusahaan anak sesuai dengan Peraturan Otoritas Jasa Keuangan mengenai kegiatan penyertaan modal oleh Bank Umum. Huruf b Pemanfaatan teknologi informasi dapat dilakukan untuk menghasilkan produk keuangan atau yang disertai dengan fasilitas transaksi keuangan, antara lain, perusahaan penyelenggara uang elektronik dan perusahaan teknologi finansial. Huruf c Perusahaan yang secara karakteristik bisnis ditujukan untuk mendukung kegiatan usaha industri perbankan, antara lain, lembaga pengelola informasi perkreditan, perusahaan switching, dan lembaga kliring. Huruf d Cukup jelas.||2|b|perusahaan yang memanfaatkan penggunaan teknologi informasi untuk menghasilkan produk keuangan sebagai bisnis utama;
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 26 TAHUN 2024 TENTANG PERLUASAN KEGIATAN USAHA PERBANKAN|POJK|13 Desember 2024|||Bab II|6|Pasal 3 ayat 1|Perusahaan lain yang mendukung industri perbankan sebagaimana dimaksud dalam Pasal 2 ayat (1) huruf b dan lembaga nonkeuangan yang mendukung industri perbankan syariah yang tidak bertentangan dengan Prinsip Syariah sebagaimana dimaksud dalam Pasal 2 ayat (2) huruf b, terdiri atas:|Huruf a Yang dimaksud dengan “perusahaan” adalah perusahaan tempat Bank Umum melakukan Penyertaan Modal sebagaimana diatur dalam Peraturan Otoritas Jasa Keuangan mengenai kegiatan penyertaan modal oleh Bank Umum. Perusahaan yang didirikan atau kegiatan usahanya diutamakan untuk mendukung kegiatan usaha Bank Umum dan/atau perusahaan anak Bank Umum, antara lain, perusahaan penyedia jasa teknologi informasi yang kegiatan usahanya diutamakan bagi Bank Umum dan/atau perusahaan anak. Yang dimaksud dengan “perusahaan anak” adalah perusahaan anak sesuai dengan Peraturan Otoritas Jasa Keuangan mengenai kegiatan penyertaan modal oleh Bank Umum. Huruf b Pemanfaatan teknologi informasi dapat dilakukan untuk menghasilkan produk keuangan atau yang disertai dengan fasilitas transaksi keuangan, antara lain, perusahaan penyelenggara uang elektronik dan perusahaan teknologi finansial. Huruf c Perusahaan yang secara karakteristik bisnis ditujukan untuk mendukung kegiatan usaha industri perbankan, antara lain, lembaga pengelola informasi perkreditan, perusahaan switching, dan lembaga kliring. Huruf d Cukup jelas.||3|c|perusahaan yang secara karakteristik bisnis ditujukan untuk mendukung kegiatan usaha industri perbankan; dan
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 26 TAHUN 2024 TENTANG PERLUASAN KEGIATAN USAHA PERBANKAN|POJK|13 Desember 2024|||Bab II|6|Pasal 3 ayat 1|Perusahaan lain yang mendukung industri perbankan sebagaimana dimaksud dalam Pasal 2 ayat (1) huruf b dan lembaga nonkeuangan yang mendukung industri perbankan syariah yang tidak bertentangan dengan Prinsip Syariah sebagaimana dimaksud dalam Pasal 2 ayat (2) huruf b, terdiri atas:|Huruf a Yang dimaksud dengan “perusahaan” adalah perusahaan tempat Bank Umum melakukan Penyertaan Modal sebagaimana diatur dalam Peraturan Otoritas Jasa Keuangan mengenai kegiatan penyertaan modal oleh Bank Umum. Perusahaan yang didirikan atau kegiatan usahanya diutamakan untuk mendukung kegiatan usaha Bank Umum dan/atau perusahaan anak Bank Umum, antara lain, perusahaan penyedia jasa teknologi informasi yang kegiatan usahanya diutamakan bagi Bank Umum dan/atau perusahaan anak. Yang dimaksud dengan “perusahaan anak” adalah perusahaan anak sesuai dengan Peraturan Otoritas Jasa Keuangan mengenai kegiatan penyertaan modal oleh Bank Umum. Huruf b Pemanfaatan teknologi informasi dapat dilakukan untuk menghasilkan produk keuangan atau yang disertai dengan fasilitas transaksi keuangan, antara lain, perusahaan penyelenggara uang elektronik dan perusahaan teknologi finansial. Huruf c Perusahaan yang secara karakteristik bisnis ditujukan untuk mendukung kegiatan usaha industri perbankan, antara lain, lembaga pengelola informasi perkreditan, perusahaan switching, dan lembaga kliring. Huruf d Cukup jelas.||4|d|perusahaan yang berkedudukan di luar wilayah Indonesia, dengan memenuhi kriteria: 1. berdasarkan ketentuan atau pernyataan dari otoritas yang berwenang merupakan lembaga jasa keuangan; dan 2. kegiatan usahanya dapat dipersamakan dengan kegiatan usaha dari lembaga jasa keuangan sesuai dengan Undang-Undang mengenai Otoritas Jasa Keuangan.
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 26 TAHUN 2024 TENTANG PERLUASAN KEGIATAN USAHA PERBANKAN|POJK|13 Desember 2024|||Bab II|7|Pasal 3 ayat 2|Bank Umum yang melaksanakan kegiatan usaha berdasarkan Prinsip Syariah selain dapat melakukan Penyertaan Modal pada perusahaan sebagaimana dimaksud pada ayat (1), juga dapat melakukan Penyertaan Modal kepada lembaga nonkeuangan yang mendukung pembiayaan perbankan syariah.|Yang dimaksud dengan “lembaga nonkeuangan yang mendukung pembiayaan perbankan syariah” adalah perusahaan sektor riil yang menjadi segmentasi pembiayaan dan/atau memberi dukungan dalam pelaksanaan penyaluran pembiayaan Bank Umum yang melaksanakan kegiatan usaha berdasarkan Prinsip Syariah, antara lain, perusahaan properti, perusahaan manufaktur, distributor barang, biro perjalanan, dan agen penjualan.||||
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 26 TAHUN 2024 TENTANG PERLUASAN KEGIATAN USAHA PERBANKAN|POJK|13 Desember 2024|||Bab II|8|Pasal 3 ayat 3|Bank Umum harus memastikan bahwa perusahaan sebagaimana dimaksud pada ayat (1) dan ayat (2) telah memperoleh izin atau terdaftar pada otoritas yang berwenang.|Cukup jelas.||||
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 26 TAHUN 2024 TENTANG PERLUASAN KEGIATAN USAHA PERBANKAN|POJK|13 Desember 2024|||Bab II|9|Pasal 4 ayat 1|Dalam hal perusahaan anak Bank Umum yang berupa lembaga jasa keuangan melakukan kegiatan penyertaan modal, Bank Umum wajib memastikan kegiatan penyertaan modal oleh perusahaan anak Bank Umum dilakukan pada:|Penyertaan modal yang dilakukan oleh perusahaan anak Bank Umum merupakan penanaman dana perusahaan anak Bank Umum dalam bentuk saham, termasuk penanaman dalam bentuk surat utang konversi wajib dan/atau surat investasi konversi wajib. Huruf a Cukup jelas. Huruf b Lihat penjelasan Pasal 3 ayat (1). Huruf c Lihat penjelasan Pasal 3 ayat (1) dan ayat (2).||1|a|lembaga jasa keuangan;
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 26 TAHUN 2024 TENTANG PERLUASAN KEGIATAN USAHA PERBANKAN|POJK|13 Desember 2024|||Bab II|9|Pasal 4 ayat 1|Dalam hal perusahaan anak Bank Umum yang berupa lembaga jasa keuangan melakukan kegiatan penyertaan modal, Bank Umum wajib memastikan kegiatan penyertaan modal oleh perusahaan anak Bank Umum dilakukan pada:|Penyertaan modal yang dilakukan oleh perusahaan anak Bank Umum merupakan penanaman dana perusahaan anak Bank Umum dalam bentuk saham, termasuk penanaman dalam bentuk surat utang konversi wajib dan/atau surat investasi konversi wajib. Huruf a Cukup jelas. Huruf b Lihat penjelasan Pasal 3 ayat (1). Huruf c Lihat penjelasan Pasal 3 ayat (1) dan ayat (2).||2|b|perusahaan sebagaimana dimaksud dalam Pasal 3 ayat (1), bagi perusahaan anak dari Bank Umum yang melaksanakan kegiatan usaha secara konvensional; atau
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 26 TAHUN 2024 TENTANG PERLUASAN KEGIATAN USAHA PERBANKAN|POJK|13 Desember 2024|||Bab II|9|Pasal 4 ayat 1|Dalam hal perusahaan anak Bank Umum yang berupa lembaga jasa keuangan melakukan kegiatan penyertaan modal, Bank Umum wajib memastikan kegiatan penyertaan modal oleh perusahaan anak Bank Umum dilakukan pada:|Penyertaan modal yang dilakukan oleh perusahaan anak Bank Umum merupakan penanaman dana perusahaan anak Bank Umum dalam bentuk saham, termasuk penanaman dalam bentuk surat utang konversi wajib dan/atau surat investasi konversi wajib. Huruf a Cukup jelas. Huruf b Lihat penjelasan Pasal 3 ayat (1). Huruf c Lihat penjelasan Pasal 3 ayat (1) dan ayat (2).||3|c|perusahaan sebagaimana dimaksud dalam Pasal 3 ayat (1) dan/atau ayat (2), bagi perusahaan anak dari Bank Umum yang melaksanakan kegiatan usaha berdasarkan Prinsip Syariah.
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 26 TAHUN 2024 TENTANG PERLUASAN KEGIATAN USAHA PERBANKAN|POJK|13 Desember 2024|||Bab II|10|Pasal 4 ayat 2|Bank Umum wajib memastikan pelaksanaan kegiatan usaha perusahaan sebagaimana dimaksud pada ayat (1) huruf b dan huruf c dilaksanakan sesuai dengan ketentuan peraturan perundang-undangan mengenai perizinan dan/atau kegiatan usaha perusahaan.|Cukup jelas.||||
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 26 TAHUN 2024 TENTANG PERLUASAN KEGIATAN USAHA PERBANKAN|POJK|13 Desember 2024|||Bab II|11|Pasal 4 ayat 3|Kegiatan penyertaan modal oleh perusahaan anak Bank Umum sebagaimana dimaksud pada ayat (1) huruf b dan huruf c dilakukan dengan memenuhi ketentuan yang diterbitkan oleh otoritas yang berwenang mengatur perusahaan anak Bank Umum.|Cukup jelas.||||
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 26 TAHUN 2024 TENTANG PERLUASAN KEGIATAN USAHA PERBANKAN|POJK|13 Desember 2024|||Bab II|12|Pasal 4 ayat 4|Dalam hal perusahaan anak Bank Umum berupa perusahaan modal ventura, ketentuan sebagaimana dimaksud pada ayat (1) dapat dikecualikan, dengan tetap memenuhi Peraturan Otoritas Jasa Keuangan mengenai penyelenggaraan usaha perusahaan modal ventura dan perusahaan modal ventura syariah.|Yang dimaksud dengan “perusahaan modal ventura” adalah perusahaan modal ventura sesuai dengan Peraturan Otoritas Jasa Keuangan mengenai penyelenggaraan usaha perusahaan modal ventura dan perusahaan modal ventura syariah.||||
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 26 TAHUN 2024 TENTANG PERLUASAN KEGIATAN USAHA PERBANKAN|POJK|13 Desember 2024|||Bab II|13|Pasal 4 ayat 5|Bank Umum wajib melakukan pemantauan perhitungan kecukupan modal secara konsolidasi terhadap:|Cukup jelas.||1|a|Bank Umum;
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 26 TAHUN 2024 TENTANG PERLUASAN KEGIATAN USAHA PERBANKAN|POJK|13 Desember 2024|||Bab II|13|Pasal 4 ayat 5|Bank Umum wajib melakukan pemantauan perhitungan kecukupan modal secara konsolidasi terhadap:|Cukup jelas.||2|b|perusahaan anak Bank Umum; dan
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 26 TAHUN 2024 TENTANG PERLUASAN KEGIATAN USAHA PERBANKAN|POJK|13 Desember 2024|||Bab II|13|Pasal 4 ayat 5|Bank Umum wajib melakukan pemantauan perhitungan kecukupan modal secara konsolidasi terhadap:|Cukup jelas.||3|c|perusahaan yang dikendalikan oleh perusahaan anak Bank Umum.
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 26 TAHUN 2024 TENTANG PERLUASAN KEGIATAN USAHA PERBANKAN|POJK|13 Desember 2024|||Sanksi|14|Pasal 5 ayat 1|Bank Umum yang melanggar ketentuan sebagaimana dimaksud dalam Pasal 2 ayat (1), ayat (2), ayat (4), Pasal 4 ayat (1), ayat (2), dan/atau ayat (5), dikenai sanksi administratif berupa teguran tertulis.|Cukup jelas.||||
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 26 TAHUN 2024 TENTANG PERLUASAN KEGIATAN USAHA PERBANKAN|POJK|13 Desember 2024|||Sanksi|15|Pasal 5 ayat 2|Dalam hal Bank Umum telah dikenai sanksi administratif berupa teguran tertulis sebagaimana dimaksud pada ayat (1) dan tetap melanggar ketentuan sebagaimana dimaksud dalam Pasal 2 ayat (1), ayat (2), ayat (4), Pasal 4 ayat (1), ayat (2), dan/atau ayat (5), Bank Umum dikenai sanksi administratif berupa:|Cukup jelas.||1|a|larangan untuk menyelenggarakan kegiatan Penyertaan Modal baru; dan/atau
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 26 TAHUN 2024 TENTANG PERLUASAN KEGIATAN USAHA PERBANKAN|POJK|13 Desember 2024|||Sanksi|15|Pasal 5 ayat 2|Dalam hal Bank Umum telah dikenai sanksi administratif berupa teguran tertulis sebagaimana dimaksud pada ayat (1) dan tetap melanggar ketentuan sebagaimana dimaksud dalam Pasal 2 ayat (1), ayat (2), ayat (4), Pasal 4 ayat (1), ayat (2), dan/atau ayat (5), Bank Umum dikenai sanksi administratif berupa:|Cukup jelas.||2|b|penurunan tingkat kesehatan Bank Umum.
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 26 TAHUN 2024 TENTANG PERLUASAN KEGIATAN USAHA PERBANKAN|POJK|13 Desember 2024|||Bab III|16|Pasal 6 ayat 1|BPR atau BPR Syariah dapat melakukan Penyertaan Modal BPR atau BPR Syariah.|Cukup jelas.||||
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 26 TAHUN 2024 TENTANG PERLUASAN KEGIATAN USAHA PERBANKAN|POJK|13 Desember 2024|||Bab III|17|Pasal 6 ayat 2|Dalam hal BPR Syariah melakukan Penyertaan Modal BPR atau BPR Syariah sebagaimana dimaksud pada ayat (1), wajib dilakukan berdasarkan Prinsip Syariah.|Cukup jelas.||||
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 26 TAHUN 2024 TENTANG PERLUASAN KEGIATAN USAHA PERBANKAN|POJK|13 Desember 2024|||Bab III|18|Pasal 6 ayat 3|BPR atau BPR Syariah wajib menerapkan manajemen risiko secara memadai dalam kegiatan Penyertaan Modal BPR atau BPR Syariah sesuai dengan:|Cukup jelas.||1|a|Peraturan Otoritas Jasa Keuangan mengenai penerapan manajemen risiko bagi BPR; atau
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 26 TAHUN 2024 TENTANG PERLUASAN KEGIATAN USAHA PERBANKAN|POJK|13 Desember 2024|||Bab III|18|Pasal 6 ayat 3|BPR atau BPR Syariah wajib menerapkan manajemen risiko secara memadai dalam kegiatan Penyertaan Modal BPR atau BPR Syariah sesuai dengan:|Cukup jelas.||2|b|Peraturan Otoritas Jasa Keuangan mengenai penerapan manajemen risiko bagi BPR Syariah.
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 26 TAHUN 2024 TENTANG PERLUASAN KEGIATAN USAHA PERBANKAN|POJK|13 Desember 2024|||Bab III|19|Pasal 6 ayat 4|Kegiatan Penyertaan Modal BPR atau BPR Syariah dilakukan dengan memperhatikan kesesuaian dengan rencana bisnis BPR atau BPR Syariah dan ketentuan peraturan perundang-undangan.|Yang dimaksud dengan “rencana bisnis BPR atau BPR Syariah” adalah rencana bisnis sesuai dengan Peraturan Otoritas Jasa Keuangan mengenai rencana bisnis BPR dan BPR Syariah.||||
