Regulasi|Tipe|Tanggal|Status|Properti Regulasi|Bagian (Section)|Kode Item|Item Ref|Item|Item Description|Property|Kode Sub Item|Sub Item Ref|Sub Item
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 1 TAHUN 2024 TENTANG KUALITAS ASET BANK PEREKONOMIAN RAKYAT|POJK|10 Januari 2024|||Ketentuan|1|Pasal 1|Dalam Peraturan Otoritas Jasa Keuangan ini, yang dimaksud dengan:|Cukup jelas.||13|13|Kewajiban Penyediaan Modal Minimum yang selanjutnya disingkat KPMM adalah rasio modal terhadap aset tertimbang menurut risiko yang wajib disediakan oleh BPR sesuai dengan Peraturan Otoritas Jasa Keuangan mengenai kewajiban penyediaan modal minimum dan pemenuhan modal inti minimum bank perkreditan rakyat.
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 1 TAHUN 2024 TENTANG KUALITAS ASET BANK PEREKONOMIAN RAKYAT|POJK|10 Januari 2024|||Ketentuan|1|Pasal 1|Dalam Peraturan Otoritas Jasa Keuangan ini, yang dimaksud dengan:|Cukup jelas.||14|14|Direksi adalah direksi bagi BPR berbentuk badan hukum perseroan terbatas, perusahaan umum daerah, perusahaan perseroan daerah, perusahaan daerah, atau pengurus bagi BPR berbentuk badan hukum koperasi.
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 1 TAHUN 2024 TENTANG KUALITAS ASET BANK PEREKONOMIAN RAKYAT|POJK|10 Januari 2024|||Ketentuan|1|Pasal 1|Dalam Peraturan Otoritas Jasa Keuangan ini, yang dimaksud dengan:|Cukup jelas.||15|15|Dewan Komisaris adalah dewan komisaris bagi BPR berbentuk badan hukum perseroan terbatas, komisaris bagi BPR berbentuk badan hukum perusahaan perseroan daerah, dewan pengawas bagi BPR berbentuk badan hukum perusahaan umum daerah dan perusahaan daerah, serta pengawas bagi BPR berbentuk badan hukum koperasi.
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 1 TAHUN 2024 TENTANG KUALITAS ASET BANK PEREKONOMIAN RAKYAT|POJK|10 Januari 2024|||Ketentuan|1|Pasal 1|Dalam Peraturan Otoritas Jasa Keuangan ini, yang dimaksud dengan:|Cukup jelas.||16|16|Nasabah Debitur yang selanjutnya disebut Debitur adalah nasabah yang memperoleh fasilitas Kredit atau yang dipersamakan dengan itu berdasarkan perjanjian BPR dengan nasabah yang bersangkutan.
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 1 TAHUN 2024 TENTANG KUALITAS ASET BANK PEREKONOMIAN RAKYAT|POJK|10 Januari 2024|||Ketentuan|1|Pasal 1|Dalam Peraturan Otoritas Jasa Keuangan ini, yang dimaksud dengan:|Cukup jelas.||17|17|Restrukturisasi Kredit adalah upaya perbaikan yang dilakukan BPR dalam kegiatan perkreditan terhadap Debitur yang mengalami kesulitan untuk memenuhi kewajibannya.
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 1 TAHUN 2024 TENTANG KUALITAS ASET BANK PEREKONOMIAN RAKYAT|POJK|10 Januari 2024|||Bab II|2|Pasal 2|BPR wajib mengelola Aset berdasarkan prinsip kehati-hatian.|Ayat (1) Prinsip kehati-hatian dalam pengelolaan Aset khususnya Kredit antara lain dilakukan berdasarkan analisis kelayakan usaha dengan memperhatikan paling sedikit faktor 5C’s yaitu watak (character), kemampuan (capacity), modal (capital), agunan (collateral) dan prospek usaha Debitur (condition of economy).||||
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 1 TAHUN 2024 TENTANG KUALITAS ASET BANK PEREKONOMIAN RAKYAT|POJK|10 Januari 2024|||Bab II|2|Pasal 2|Untuk melaksanakan prinsip kehati-hatian sebagaimana dimaksud pada ayat (1), Direksi BPR wajib menilai, memantau, dan mengambil langkah yang diperlukan:|Ayat (2) Kualitas baik dalam Aset Produktif ditunjukkan dengan kualitas lancar. Termasuk dalam langkah yang diperlukan agar kualitas Aset tetap baik antara lain penerapan manajemen risiko kredit secara efektif, termasuk melalui penyusunan dan pelaksanaan kebijakan dan pedoman perkreditan sesuai dengan Peraturan Otoritas Jasa Keuangan ini.||1|a|agar kualitas Aset Produktif tetap dalam kualitas baik; dan
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 1 TAHUN 2024 TENTANG KUALITAS ASET BANK PEREKONOMIAN RAKYAT|POJK|10 Januari 2024|||Bab II|2|Pasal 2|Untuk melaksanakan prinsip kehati-hatian sebagaimana dimaksud pada ayat (1), Direksi BPR wajib menilai, memantau, dan mengambil langkah yang diperlukan:|Ayat (2) Kualitas baik dalam Aset Produktif ditunjukkan dengan kualitas lancar. Termasuk dalam langkah yang diperlukan agar kualitas Aset tetap baik antara lain penerapan manajemen risiko kredit secara efektif, termasuk melalui penyusunan dan pelaksanaan kebijakan dan pedoman perkreditan sesuai dengan Peraturan Otoritas Jasa Keuangan ini.||2|b|untuk penyelesaian Aset Nonproduktif.
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 1 TAHUN 2024 TENTANG KUALITAS ASET BANK PEREKONOMIAN RAKYAT|POJK|10 Januari 2024|||Bab II|3|Pasal 3|BPR wajib melakukan penilaian dan penetapan kualitas Aset Produktif.|Ayat (1) Cukup jelas.||||
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 1 TAHUN 2024 TENTANG KUALITAS ASET BANK PEREKONOMIAN RAKYAT|POJK|10 Januari 2024|||Bab II|3|Pasal 3|Dalam hal terjadi perbedaan penetapan kualitas Aset Produktif antara BPR dan Otoritas Jasa Keuangan, kualitas Aset Produktif yang berlaku kualitas Aset Produktif yang ditetapkan oleh Otoritas Jasa Keuangan.|Ayat (2) Penetapan kualitas Aset Produktif oleh Otoritas Jasa Keuangan antara lain didasarkan pada hasil pemeriksaan Otoritas Jasa Keuangan mengenai penilaian dan informasi mengenai kondisi Debitur.||||
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 1 TAHUN 2024 TENTANG KUALITAS ASET BANK PEREKONOMIAN RAKYAT|POJK|10 Januari 2024|||Bab II|3|Pasal 3|BPR wajib melakukan penyesuaian kualitas Aset Produktif sesuai dengan yang ditetapkan oleh Otoritas Jasa Keuangan sebagaimana dimaksud pada ayat (2) dalam laporan yang disampaikan kepada Otoritas Jasa Keuangan sesuai dengan Peraturan Otoritas Jasa Keuangan mengenai pelaporan bank perkreditan rakyat dan bank pembiayaan rakyat syariah melalui sistem pelaporan Otoritas Jasa Keuangan.|Ayat (3) Cukup jelas.||||
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 1 TAHUN 2024 TENTANG KUALITAS ASET BANK PEREKONOMIAN RAKYAT|POJK|10 Januari 2024|||Bab II|4|Pasal 4|BPR wajib menetapkan kualitas yang sama terhadap seluruh Aset Produktif yang sama untuk membiayai:|Ayat (1) Proyek atau usaha yang sama termasuk proyek atau usaha yang menjadi sumber pembayaran pokok dan/atau bunga yang sama.||1|a|1 (satu) Debitur; atau
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 1 TAHUN 2024 TENTANG KUALITAS ASET BANK PEREKONOMIAN RAKYAT|POJK|10 Januari 2024|||Bab II|4|Pasal 4|BPR wajib menetapkan kualitas yang sama terhadap seluruh Aset Produktif yang sama untuk membiayai:|Ayat (1) Proyek atau usaha yang sama termasuk proyek atau usaha yang menjadi sumber pembayaran pokok dan/atau bunga yang sama.||2|b|1 (satu) proyek atau usaha yang sama.
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 1 TAHUN 2024 TENTANG KUALITAS ASET BANK PEREKONOMIAN RAKYAT|POJK|10 Januari 2024|||Bab II|4|Pasal 4|Penetapan kualitas Aset Produktif sebagaimana dimaksud pada ayat (1) wajib mengikuti kualitas Aset Produktif yang paling rendah.|Ayat (2) Contoh 1: BPR B memberikan fasilitas Kredit investasi dan Kredit modal kerja kepada Debitur A. Hasil penilaian yang dilakukan BPR B untuk masing-masing fasilitas tersebut: a. Lancar, untuk Kredit investasi; dan b. Kurang lancar, untuk Kredit modal kerja. Mengingat kedua Kredit tersebut digunakan untuk membiayai 1 (satu) Debitur yang sama, kualitas Aset Produktif yang ditetapkan BPR B untuk Kredit yang diberikan kepada Debitur A mengikuti kualitas Aset Produktif yang lebih rendah, yaitu kurang lancar. Contoh 2: BPR B memberikan fasilitas Kredit kepada Debitur A dan Debitur C yang digunakan untuk membiayai proyek yang sama, yaitu proyek D. Sumber utama pengembalian Kredit, baik oleh Debitur A maupun Debitur C berasal dari arus kas yang akan diperoleh dari proyek D. Hasil penilaian yang dilakukan BPR B untuk Kredit yang diberikan kepada Debitur A dan Debitur C: a. Lancar, untuk Debitur A; dan b. Kurang lancar, untuk Debitur C. Mengingat kedua Kredit tersebut digunakan untuk membiayai proyek yang sama dan sumber pembayaran kewajiban pinjaman berasal dari proyek yang sama, kualitas Aset Produktif yang ditetapkan BPR B untuk Kredit yang diberikan kepada Debitur A dan Debitur C mengikuti kualitas Aset Produktif yang lebih rendah, yaitu kurang lancar.||||
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 1 TAHUN 2024 TENTANG KUALITAS ASET BANK PEREKONOMIAN RAKYAT|POJK|10 Januari 2024|||Bab II|4|Pasal 4|Ketentuan sebagaimana dimaksud pada ayat (2) dapat dikecualikan terhadap Aset Produktif yang ditetapkan berdasarkan faktor penilaian yang berbeda.|Ayat (3) Contoh penetapan kualitas Aset Produktif berdasarkan faktor penilaian yang berbeda: BPR A menetapkan kualitas Aset Produktif dalam bentuk Kredit terhadap BPR B berdasarkan faktor penilaian berupa prospek usaha, kinerja debitur, dan kemampuan membayar. Di sisi lain, BPR A menetapkan kualitas Aset Produktif dalam bentuk Penempatan pada Bank Lain pada BPR B berdasarkan faktor penilaian berupa hari tunggakan dan/atau status pengawasan BPR B. Karena terdapat perbedaan faktor penilaian untuk penetapan kualitas Aset Produktif dalam bentuk Kredit dan Penempatan pada Bank Lain maka kualitas Aset Produktif dalam bentuk Kredit dan Penempatan pada Bank Lain dapat ditetapkan secara berbeda.||||
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 1 TAHUN 2024 TENTANG KUALITAS ASET BANK PEREKONOMIAN RAKYAT|POJK|10 Januari 2024|||Bab II|5|Pasal 5|BPR wajib menetapkan kualitas yang sama terhadap Aset Produktif yang diberikan oleh lebih dari 1 (satu) BPR yang digunakan untuk membiayai:|Ayat (1) Proyek yang sama termasuk proyek yang menjadi sumber pembayaran pokok dan/atau bunga yang sama.||1|a|1 (satu) Debitur; atau
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 1 TAHUN 2024 TENTANG KUALITAS ASET BANK PEREKONOMIAN RAKYAT|POJK|10 Januari 2024|||Bab II|5|Pasal 5|BPR wajib menetapkan kualitas yang sama terhadap Aset Produktif yang diberikan oleh lebih dari 1 (satu) BPR yang digunakan untuk membiayai:|Ayat (1) Proyek yang sama termasuk proyek yang menjadi sumber pembayaran pokok dan/atau bunga yang sama.||2|b|1 (satu) proyek atau usaha yang sama.
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 1 TAHUN 2024 TENTANG KUALITAS ASET BANK PEREKONOMIAN RAKYAT|POJK|10 Januari 2024|||Bab II|5|Pasal 5|Ketentuan sebagaimana dimaksud pada ayat (1) berlaku untuk:|Ayat (2) Huruf a Batas jumlah sebagaimana dimaksud dalam pengaturan ini diperhitungkan terhadap seluruh fasilitas yang diberikan kepada setiap debitur atau setiap proyek, baik untuk debitur individual maupun kelompok peminjam jika Aset Produktif digunakan untuk membiayai proyek yang sama. Aset Produktif yang diberikan oleh setiap BPR dengan jumlah lebih dari Rp1.000.000.000,00 (satu miliar rupiah) kepada 1 (satu) debitur atau 1 (satu) proyek yang sama, tidak dipengaruhi oleh kualitas Aset Produktif yang diberikan oleh BPR lain kepada debitur atau proyek yang sama dengan jumlah kurang dari atau sama dengan Rp1.000.000.000,00 (satu miliar rupiah). Huruf b 25 (dua puluh lima) debitur terbesar ditentukan oleh BPR secara individu. Batas jumlah sebagaimana dimaksud dalam pengaturan ini diperhitungkan terhadap seluruh fasilitas yang diberikan kepada setiap debitur. Aset Produktif yang diberikan oleh BPR dengan jumlah lebih dari Rp500.000.000,00 (lima ratus juta rupiah) sampai dengan Rp1.000.000.000,00 (satu miliar rupiah) kepada 1 (satu) debitur yang merupakan 25 (dua puluh lima) debitur terbesar BPR tersebut, tidak dipengaruhi oleh kualitas Aset Produktif yang diberikan oleh BPR lain kepada debitur atau proyek yang sama dengan jumlah kurang dari atau sama dengan Rp1.000.000.000,00 (satu miliar rupiah). Contoh: Debitur A merupakan: a. 25 (dua puluh lima) debitur terbesar BPR C dengan portofolio Kredit sebesar Rp750.000.000,00 (tujuh ratus lima puluh juta rupiah) dengan kualitas Lancar; b. debitur dari BPR D dengan portofolio sebesar Rp750.000.000,00 (tujuh ratus lima puluh juta rupiah) dengan kualitas Dalam Perhatian Khusus. BPR C tidak perlu menyamakan kualitas debitur terhadap Debitur A menjadi Dalam Perhatian Khusus, mempertimbangkan portofolio Kredit BPR D terhadap debitur A kurang dari Rp1.000.000.000,00 (satu miliar rupiah). Huruf c Aset Produktif yang diberikan berdasarkan perjanjian Kredit bersama yaitu struktur Kredit seperti sindikasi. Dalam menetapkan kualitas yang sama terhadap Aset Produktif yang diberikan berdasarkan perjanjian Kredit bersama tidak terdapat batasan jumlah minimum. Dengan demikian, Aset Produktif yang diberikan kepada 1 (satu) debitur atau 1 (satu) proyek yang sama berdasarkan perjanjian Kredit bersama ditetapkan kualitas yang sama meskipun Aset Produktif yang diberikan oleh setiap BPR kurang dari atau sama dengan Rp1.000.000.000,00 (satu miliar rupiah).||1|a|Aset Produktif yang diberikan oleh setiap BPR dengan jumlah lebih dari Rp1.000.000.000,00 (satu miliar rupiah) kepada 1 (satu) debitur atau 1 (satu) proyek atau usaha yang sama;
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 1 TAHUN 2024 TENTANG KUALITAS ASET BANK PEREKONOMIAN RAKYAT|POJK|10 Januari 2024|||Bab II|5|Pasal 5|Ketentuan sebagaimana dimaksud pada ayat (1) berlaku untuk:|Ayat (2) Huruf a Batas jumlah sebagaimana dimaksud dalam pengaturan ini diperhitungkan terhadap seluruh fasilitas yang diberikan kepada setiap debitur atau setiap proyek, baik untuk debitur individual maupun kelompok peminjam jika Aset Produktif digunakan untuk membiayai proyek yang sama. Aset Produktif yang diberikan oleh setiap BPR dengan jumlah lebih dari Rp1.000.000.000,00 (satu miliar rupiah) kepada 1 (satu) debitur atau 1 (satu) proyek yang sama, tidak dipengaruhi oleh kualitas Aset Produktif yang diberikan oleh BPR lain kepada debitur atau proyek yang sama dengan jumlah kurang dari atau sama dengan Rp1.000.000.000,00 (satu miliar rupiah). Huruf b 25 (dua puluh lima) debitur terbesar ditentukan oleh BPR secara individu. Batas jumlah sebagaimana dimaksud dalam pengaturan ini diperhitungkan terhadap seluruh fasilitas yang diberikan kepada setiap debitur. Aset Produktif yang diberikan oleh BPR dengan jumlah lebih dari Rp500.000.000,00 (lima ratus juta rupiah) sampai dengan Rp1.000.000.000,00 (satu miliar rupiah) kepada 1 (satu) debitur yang merupakan 25 (dua puluh lima) debitur terbesar BPR tersebut, tidak dipengaruhi oleh kualitas Aset Produktif yang diberikan oleh BPR lain kepada debitur atau proyek yang sama dengan jumlah kurang dari atau sama dengan Rp1.000.000.000,00 (satu miliar rupiah). Contoh: Debitur A merupakan: a. 25 (dua puluh lima) debitur terbesar BPR C dengan portofolio Kredit sebesar Rp750.000.000,00 (tujuh ratus lima puluh juta rupiah) dengan kualitas Lancar; b. debitur dari BPR D dengan portofolio sebesar Rp750.000.000,00 (tujuh ratus lima puluh juta rupiah) dengan kualitas Dalam Perhatian Khusus. BPR C tidak perlu menyamakan kualitas debitur terhadap Debitur A menjadi Dalam Perhatian Khusus, mempertimbangkan portofolio Kredit BPR D terhadap debitur A kurang dari Rp1.000.000.000,00 (satu miliar rupiah). Huruf c Aset Produktif yang diberikan berdasarkan perjanjian Kredit bersama yaitu struktur Kredit seperti sindikasi. Dalam menetapkan kualitas yang sama terhadap Aset Produktif yang diberikan berdasarkan perjanjian Kredit bersama tidak terdapat batasan jumlah minimum. Dengan demikian, Aset Produktif yang diberikan kepada 1 (satu) debitur atau 1 (satu) proyek yang sama berdasarkan perjanjian Kredit bersama ditetapkan kualitas yang sama meskipun Aset Produktif yang diberikan oleh setiap BPR kurang dari atau sama dengan Rp1.000.000.000,00 (satu miliar rupiah).||2|b|Aset Produktif yang diberikan oleh BPR dengan jumlah lebih dari Rp500.000.000,00 (lima ratus juta rupiah) sampai dengan Rp1.000.000.000,00 (satu miliar rupiah) kepada 1 (satu) debitur yang merupakan 25 (dua puluh lima) debitur terbesar BPR tersebut, dan Aset Produktif yang diberikan oleh BPR lain kepada debitur tersebut lebih dari Rp1.000.000.000,00 (satu miliar rupiah); dan/atau
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 1 TAHUN 2024 TENTANG KUALITAS ASET BANK PEREKONOMIAN RAKYAT|POJK|10 Januari 2024|||Bab II|5|Pasal 5|Ketentuan sebagaimana dimaksud pada ayat (1) berlaku untuk:|Ayat (2) Huruf a Batas jumlah sebagaimana dimaksud dalam pengaturan ini diperhitungkan terhadap seluruh fasilitas yang diberikan kepada setiap debitur atau setiap proyek, baik untuk debitur individual maupun kelompok peminjam jika Aset Produktif digunakan untuk membiayai proyek yang sama. Aset Produktif yang diberikan oleh setiap BPR dengan jumlah lebih dari Rp1.000.000.000,00 (satu miliar rupiah) kepada 1 (satu) debitur atau 1 (satu) proyek yang sama, tidak dipengaruhi oleh kualitas Aset Produktif yang diberikan oleh BPR lain kepada debitur atau proyek yang sama dengan jumlah kurang dari atau sama dengan Rp1.000.000.000,00 (satu miliar rupiah). Huruf b 25 (dua puluh lima) debitur terbesar ditentukan oleh BPR secara individu. Batas jumlah sebagaimana dimaksud dalam pengaturan ini diperhitungkan terhadap seluruh fasilitas yang diberikan kepada setiap debitur. Aset Produktif yang diberikan oleh BPR dengan jumlah lebih dari Rp500.000.000,00 (lima ratus juta rupiah) sampai dengan Rp1.000.000.000,00 (satu miliar rupiah) kepada 1 (satu) debitur yang merupakan 25 (dua puluh lima) debitur terbesar BPR tersebut, tidak dipengaruhi oleh kualitas Aset Produktif yang diberikan oleh BPR lain kepada debitur atau proyek yang sama dengan jumlah kurang dari atau sama dengan Rp1.000.000.000,00 (satu miliar rupiah). Contoh: Debitur A merupakan: a. 25 (dua puluh lima) debitur terbesar BPR C dengan portofolio Kredit sebesar Rp750.000.000,00 (tujuh ratus lima puluh juta rupiah) dengan kualitas Lancar; b. debitur dari BPR D dengan portofolio sebesar Rp750.000.000,00 (tujuh ratus lima puluh juta rupiah) dengan kualitas Dalam Perhatian Khusus. BPR C tidak perlu menyamakan kualitas debitur terhadap Debitur A menjadi Dalam Perhatian Khusus, mempertimbangkan portofolio Kredit BPR D terhadap debitur A kurang dari Rp1.000.000.000,00 (satu miliar rupiah). Huruf c Aset Produktif yang diberikan berdasarkan perjanjian Kredit bersama yaitu struktur Kredit seperti sindikasi. Dalam menetapkan kualitas yang sama terhadap Aset Produktif yang diberikan berdasarkan perjanjian Kredit bersama tidak terdapat batasan jumlah minimum. Dengan demikian, Aset Produktif yang diberikan kepada 1 (satu) debitur atau 1 (satu) proyek yang sama berdasarkan perjanjian Kredit bersama ditetapkan kualitas yang sama meskipun Aset Produktif yang diberikan oleh setiap BPR kurang dari atau sama dengan Rp1.000.000.000,00 (satu miliar rupiah).||3|c|Aset Produktif yang diberikan berdasarkan perjanjian Kredit bersama kepada 1 (satu) debitur atau 1 (satu) proyek atau usaha yang sama.
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 1 TAHUN 2024 TENTANG KUALITAS ASET BANK PEREKONOMIAN RAKYAT|POJK|10 Januari 2024|||Bab II|5|Pasal 5|Dalam hal terdapat perbedaan kualitas Aset Produktif sebagaimana dimaksud pada ayat (1) dan ayat (2), kualitas yang ditetapkan oleh setiap BPR terhadap Aset Produktif wajib mengikuti kualitas yang paling rendah.|Ayat (3) Contoh: BPR B dan BPR C memiliki perjanjian Kredit bersama (sindikasi) untuk memberikan fasilitas Kredit kepada Debitur A. Hasil penilaian yang dilakukan BPR B dan BPR C untuk Kredit yang diberikan kepada Debitur A: a. Lancar, pada BPR B; dan b. Kurang lancar, pada BPR C. Mengingat fasilitas diberikan kepada Debitur yang sama dan sumber pembayaran kewajiban berasal dari usaha yang sama serta tidak terdapat pemisahan arus kas yang tegas, kualitas yang ditetapkan untuk fasilitas Kredit kepada Debitur A tersebut, baik oleh BPR B maupun BPR C, adalah sama mengikuti kualitas Aset Produktif yang lebih rendah, yaitu kurang lancar.||||
