Regulasi|Tipe|Tanggal|Status|Properti Regulasi|Bagian (Section)|Kode Item|Item Ref|Item|Item Description|Property|Kode Sub Item|Sub Item Ref|Sub Item
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Ketentuan|1|Pasal 2|Jenis perbuatan yang tergolong Fraud terdiri atas:|Cukup jelas.||4|d|penipuan;
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Ketentuan|1|Pasal 2|Jenis perbuatan yang tergolong Fraud terdiri atas:|Cukup jelas.||5|e|pembocoran informasi rahasia; dan/atau
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Ketentuan|1|Pasal 2|Jenis perbuatan yang tergolong Fraud terdiri atas:|Cukup jelas.||6|f|tindakan lain yang dapat dipersamakan dengan Fraud sesuai dengan ketentuan peraturan perundang-undangan.
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab II|1|Pasal 3 ayat 1|LJK meliputi:|Cukup jelas.||1|a|bank umum dan bank perekonomian rakyat, baik yang melaksanakan kegiatan secara konvensional maupun berdasarkan prinsip syariah;
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab II|1|Pasal 3 ayat 1|LJK meliputi:|Cukup jelas.||2|b|perusahaan efek; dan
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab II|1|Pasal 3 ayat 1|LJK meliputi:|Cukup jelas.||3|c|perusahaan asuransi, perusahaan reasuransi, perusahaan pialang asuransi, perusahaan pialang reasuransi, perusahaan penilai kerugian asuransi, dana pensiun, perusahaan pembiayaan, perusahaan modal ventura, perusahaan pembiayaan infrastruktur, lembaga keuangan mikro, perusahaan pergadaian, lembaga penjaminan dan Lembaga Jasa Keuangan Lainnya, baik yang melaksanakan kegiatan secara konvensional maupun berdasarkan prinsip syariah, wajib menyusun dan menerapkan Strategi Anti Fraud.
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab II|2|Pasal 3 ayat 2|Direksi dan Dewan Komisaris wajib memastikan penerapan Strategi Anti Fraud di LJK berjalan secara efektif.|Untuk memastikan penerapan Strategi Anti Fraud di LJK berjalan secara efektif, Direksi dan Dewan Komisaris mengacu pada tugas dan tanggung jawab Direksi dan Dewan Komisaris.||||
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab II|3|Pasal 3 ayat 3|LJK memastikan organisasi yang dikendalikan menerapkan Strategi Anti Fraud.|Yang dimaksud dengan memastikan organisasi yang dikendalikan yaitu meyakini bahwa organisasi yang dikendalikan antara lain entitas anak dan/atau yayasan memiliki kebijakan terkait Strategi Anti Fraud dan melaksanakannya.||||
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab II|4|Pasal 3 ayat 4|Penyusunan dan penerapan Strategi Anti Fraud sebagaimana dimaksud pada ayat (1) wajib memenuhi paling sedikit Pedoman Penerapan Strategi Anti Fraud bagi Lembaga Jasa Keuangan sebagaimana tercantum dalam Lampiran I yang merupakan bagian tidak terpisahkan dari Peraturan Otoritas Jasa Keuangan ini.|Cukup jelas.||||
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab II|1|Pasal 4 ayat 1|Dalam menyusun dan menerapkan Strategi Anti Fraud yang efektif, LJK wajib memperhatikan paling sedikit:|Cukup jelas.||1|a|kondisi lingkungan internal dan eksternal;
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab II|1|Pasal 4 ayat 1|Dalam menyusun dan menerapkan Strategi Anti Fraud yang efektif, LJK wajib memperhatikan paling sedikit:|Cukup jelas.||2|b|kompleksitas kegiatan usaha;
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab II|1|Pasal 4 ayat 1|Dalam menyusun dan menerapkan Strategi Anti Fraud yang efektif, LJK wajib memperhatikan paling sedikit:|Cukup jelas.||3|c|jenis Fraud;
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab II|1|Pasal 4 ayat 1|Dalam menyusun dan menerapkan Strategi Anti Fraud yang efektif, LJK wajib memperhatikan paling sedikit:|Cukup jelas.||4|d|risiko terkait Fraud; dan
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab II|1|Pasal 4 ayat 1|Dalam menyusun dan menerapkan Strategi Anti Fraud yang efektif, LJK wajib memperhatikan paling sedikit:|Cukup jelas.||5|e|kecukupan sumber daya yang dibutuhkan.
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab II|2|Pasal 4 ayat 2|Penerapan Strategi Anti Fraud sebagaimana dimaksud pada ayat (1), mencakup pencegahan dan penanganan agar kegiatan usaha LJK tidak dimanfaatkan dalam aktivitas yang terkait dengan tindak pidana.|Contoh kegiatan usaha LJK yang dimanfaatkan dalam aktivitas yang terkait dengan tindak pidana antara lain pemanfaatan rekening untuk kegiatan perjudian termasuk perjudian online, penipuan online termasuk kegiatan investasi online fiktif, prostitusi online, dan kejahatan ekonomi lainnya. Kejahatan ekonomi merupakan kejahatan yang dilakukan karena motif ekonomi.||||
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab II|3|Pasal 4 ayat 3|Penerapan Strategi Anti Fraud wajib dilakukan terhadap pihak yang terlibat dalam kegiatan usaha LJK paling sedikit meliputi:|Cukup jelas.||1|a|Konsumen;
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab II|3|Pasal 4 ayat 3|Penerapan Strategi Anti Fraud wajib dilakukan terhadap pihak yang terlibat dalam kegiatan usaha LJK paling sedikit meliputi:|Cukup jelas.||2|b|internal LJK; dan
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab II|3|Pasal 4 ayat 3|Penerapan Strategi Anti Fraud wajib dilakukan terhadap pihak yang terlibat dalam kegiatan usaha LJK paling sedikit meliputi:|Cukup jelas.||3|c|pihak lain.
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab II|4|Pasal 4 ayat 4|Dalam menyusun dan menerapkan Strategi Anti Fraud, LJK menetapkan sasaran penerapan Strategi Anti Fraud dan menetapkan program kerja untuk mencapai sasaran tersebut.|Cukup jelas.||||
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab II|1|Pasal 5|Penyusunan dan penerapan Strategi Anti Fraud terdiri atas 4 (empat) pilar, meliputi:|Cukup jelas.||1|a|pencegahan;
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab II|1|Pasal 5|Penyusunan dan penerapan Strategi Anti Fraud terdiri atas 4 (empat) pilar, meliputi:|Cukup jelas.||2|b|deteksi;
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab II|1|Pasal 5|Penyusunan dan penerapan Strategi Anti Fraud terdiri atas 4 (empat) pilar, meliputi:|Cukup jelas.||3|c|investigasi, pelaporan, dan sanksi; dan
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab II|1|Pasal 5|Penyusunan dan penerapan Strategi Anti Fraud terdiri atas 4 (empat) pilar, meliputi:|Cukup jelas.||4|d|pemantauan, evaluasi, dan tindak lanjut.
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab II|1|Pasal 6 ayat 1|LJK yang telah memiliki kewajiban penerapan manajemen risiko wajib menerapkan manajemen risiko sesuai dengan peraturan Otoritas Jasa Keuangan mengenai penerapan manajemen risiko yang berlaku bagi masing-masing LJK.|Cukup jelas.||||
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab II|2|Pasal 6 ayat 2|LJK yang belum memiliki kewajiban menerapkan manajemen risiko wajib menerapkan manajemen risiko sebagaimana dimaksud pada ayat (1) paling sedikit memuat penguatan terhadap aspek:|Cukup jelas.||1|a|pengawasan aktif Direksi dan Dewan Komisaris;
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab II|2|Pasal 6 ayat 2|LJK yang belum memiliki kewajiban menerapkan manajemen risiko wajib menerapkan manajemen risiko sebagaimana dimaksud pada ayat (1) paling sedikit memuat penguatan terhadap aspek:|Cukup jelas.||2|b|kebijakan dan prosedur;
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab II|2|Pasal 6 ayat 2|LJK yang belum memiliki kewajiban menerapkan manajemen risiko wajib menerapkan manajemen risiko sebagaimana dimaksud pada ayat (1) paling sedikit memuat penguatan terhadap aspek:|Cukup jelas.||3|c|struktur organisasi dan pertanggungjawaban; dan
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab II|2|Pasal 6 ayat 2|LJK yang belum memiliki kewajiban menerapkan manajemen risiko wajib menerapkan manajemen risiko sebagaimana dimaksud pada ayat (1) paling sedikit memuat penguatan terhadap aspek:|Cukup jelas.||4|d|pengendalian dan pemantauan, sebagaimana tercantum dalam Lampiran I yang merupakan bagian tidak terpisahkan dari Peraturan Otoritas Jasa Keuangan ini.
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab II|1|Pasal 7 ayat 1|Untuk menjaga dan meningkatkan pemahaman dan kepedulian terhadap penerapan Strategi Anti Fraud, LJK wajib melakukan edukasi, pengembangan kompetensi, dan/atau sosialisasi atas kebijakan anti Fraud.|Edukasi, pengembangan kompetensi, dan/atau sosialisasi atas kebijakan anti Fraud disesuaikan dengan kebutuhan, ukuran, dan kompleksitas LJK.||||
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab II|2|Pasal 7 ayat 2|LJK harus melakukan:|Cukup jelas.||1|a|edukasi dan pengembangan kompetensi kepada pihak internal; dan
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab II|2|Pasal 7 ayat 2|LJK harus melakukan:|Cukup jelas.||2|b|edukasi dan/atau sosialisasi kepada pihak eksternal, terhadap kebijakan anti Fraud, paling sedikit 1 (satu) kali dalam 1 (satu) tahun.
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab II|1|Pasal 8 ayat 1|LJK wajib memiliki unit kerja atau fungsi yang bertugas menangani penerapan Strategi Anti Fraud dalam organisasi LJK.|Pembentukan unit kerja atau fungsi yang bertugas menangani penerapan Strategi Anti Fraud dalam organisasi LJK disesuaikan dengan ukuran dan kompleksitas kegiatan usaha LJK serta harus disertai dengan wewenang dan tanggung jawab yang jelas. Bagi LJK yang telah memiliki kewajiban menerapkan manajemen risiko maka unit kerja atau fungsi yang menangani penerapan Strategi Anti Fraud dapat dilakukan oleh unit kerja atau fungsi kepatuhan dan/atau manajemen risiko. Bagi LJK yang belum memiliki kewajiban menerapkan manajemen risiko maka unit kerja atau fungsi yang menangani penerapan Strategi Anti Fraud dapat dirangkap oleh unit kerja atau fungsi lain sepanjang terdapat pengawasan berjenjang (dual control) dan mengedepankan prinsip pemisahan tugas (segregation of duties).||||
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab II|2|Pasal 8 ayat 2|Unit kerja atau fungsi yang bertugas menangani penerapan Strategi Anti Fraud sebagaimana dimaksud pada ayat (1):|Cukup jelas.||1|a|bertanggung jawab kepada anggota Direksi; dan
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab II|2|Pasal 8 ayat 2|Unit kerja atau fungsi yang bertugas menangani penerapan Strategi Anti Fraud sebagaimana dimaksud pada ayat (1):|Cukup jelas.||2|b|memiliki hubungan komunikasi dan pelaporan secara langsung kepada Dewan Komisaris.
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab II|3|Pasal 8 ayat 3|Pimpinan unit kerja atau pejabat yang membawahi fungsi yang bertugas menangani penerapan Strategi Anti Fraud sebagaimana dimaksud pada ayat (1) harus memiliki:|Pertimbangan untuk memilih pimpinan unit kerja atau pejabat yang membawahi fungsi Fraud serta persyaratan yang harus dimiliki disesuaikan dengan ukuran dan kompleksitas kegiatan usaha LJK.||1|a|sertifikat keahlian di bidang anti Fraud;
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab II|3|Pasal 8 ayat 3|Pimpinan unit kerja atau pejabat yang membawahi fungsi yang bertugas menangani penerapan Strategi Anti Fraud sebagaimana dimaksud pada ayat (1) harus memiliki:|Pertimbangan untuk memilih pimpinan unit kerja atau pejabat yang membawahi fungsi Fraud serta persyaratan yang harus dimiliki disesuaikan dengan ukuran dan kompleksitas kegiatan usaha LJK.||2|b|pengalaman di bidang anti Fraud; dan/atau
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Bab II|3|Pasal 8 ayat 3|Pimpinan unit kerja atau pejabat yang membawahi fungsi yang bertugas menangani penerapan Strategi Anti Fraud sebagaimana dimaksud pada ayat (1) harus memiliki:|Pertimbangan untuk memilih pimpinan unit kerja atau pejabat yang membawahi fungsi Fraud serta persyaratan yang harus dimiliki disesuaikan dengan ukuran dan kompleksitas kegiatan usaha LJK.||3|c|pengalaman yang memadai di bidang LJK terkait.
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Sanksi|1|Pasal 9 ayat 1|LJK, anggota Direksi, dan/atau anggota Dewan Komisaris yang melanggar ketentuan sebagaimana dimaksud dalam Pasal 3 ayat (1), ayat (2), ayat (4), Pasal 4 ayat (1), ayat (3), Pasal 6 ayat (2), Pasal 7 ayat (1), dan Pasal 8 ayat (1) dikenai sanksi administratif berupa teguran tertulis atau peringatan tertulis oleh Otoritas Jasa Keuangan.|Cukup jelas.||||
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Sanksi|2|Pasal 9 ayat 2|LJK yang melanggar ketentuan sebagaimana dimaksud dalam Pasal 6 ayat (1) dikenai sanksi sesuai dengan ketentuan Peraturan Otoritas Jasa Keuangan mengenai penerapan manajemen risiko yang berlaku bagi masing-masing LJK.|Cukup jelas.||||
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Sanksi|3|Pasal 9 ayat 3|Dalam hal LJK telah dikenai sanksi administratif sebagaimana dimaksud pada ayat (1) dan tetap melanggar ketentuan sebagaimana dimaksud dalam Pasal 3 ayat (1), ayat (4), Pasal 4 ayat (1), ayat (3), Pasal 6 ayat (2), Pasal 7 ayat (1), dan Pasal 8 ayat (1), Otoritas Jasa Keuangan dapat mengenakan sanksi administratif kepada LJK berupa:|Cukup jelas.||1|a|larangan untuk menerbitkan produk atau melaksanakan aktivitas baru;
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 12 TAHUN 2024 TENTANG PENERAPAN STRATEGI ANTI FRAUD BAGI LEMBAGA JASA KEUANGAN|POJK|23 Juli 2024|||Sanksi|3|Pasal 9 ayat 3|Dalam hal LJK telah dikenai sanksi administratif sebagaimana dimaksud pada ayat (1) dan tetap melanggar ketentuan sebagaimana dimaksud dalam Pasal 3 ayat (1), ayat (4), Pasal 4 ayat (1), ayat (3), Pasal 6 ayat (2), Pasal 7 ayat (1), dan Pasal 8 ayat (1), Otoritas Jasa Keuangan dapat mengenakan sanksi administratif kepada LJK berupa:|Cukup jelas.||2|b|penghentian sementara sebagian kegiatan operasional;
