Regulasi|Tipe|Tanggal|Status|Properti Regulasi|Bagian (Section)|Kode Item|Item Ref|Item|Item Description|Property|Kode Sub Item|Sub Item Ref|Sub Item
Peraturan Otoritas Jasa Keuangan Nomor 12 Tahun 2024 tentang Penerapan Strategi Anti Fraud bagi Lembaga Jasa Keuangan|POJK|23 Juli 2024|||Ketentuan|2|Pasal 2|Jenis perbuatan yang tergolong Fraud terdiri atas:|Huruf a. Angka 1. Cukup jelas; Angka 2. Cukup jelas; Angka 3. Cukup jelas; Angka 4. Cukup jelas; Huruf b. Angka 1. Cukup jelas; Angka 2. Cukup jelas; Angka 3. Cukup jelas; Huruf c. Angka 1. Cukup jelas; Angka 2. Cukup jelas; Huruf d. Cukup jelas; Huruf e. Cukup jelas; Huruf f. Cukup jelas.||1|3|penerimaan tidak sah; dan/atau
Peraturan Otoritas Jasa Keuangan Nomor 12 Tahun 2024 tentang Penerapan Strategi Anti Fraud bagi Lembaga Jasa Keuangan|POJK|23 Juli 2024|||Ketentuan|2|Pasal 2|Jenis perbuatan yang tergolong Fraud terdiri atas:|Huruf a. Angka 1. Cukup jelas; Angka 2. Cukup jelas; Angka 3. Cukup jelas; Angka 4. Cukup jelas; Huruf b. Angka 1. Cukup jelas; Angka 2. Cukup jelas; Angka 3. Cukup jelas; Huruf c. Angka 1. Cukup jelas; Angka 2. Cukup jelas; Huruf d. Cukup jelas; Huruf e. Cukup jelas; Huruf f. Cukup jelas.||1|4|pemerasan;
Peraturan Otoritas Jasa Keuangan Nomor 12 Tahun 2024 tentang Penerapan Strategi Anti Fraud bagi Lembaga Jasa Keuangan|POJK|23 Juli 2024|||Ketentuan|2|Pasal 2|Jenis perbuatan yang tergolong Fraud terdiri atas:|Huruf a. Angka 1. Cukup jelas; Angka 2. Cukup jelas; Angka 3. Cukup jelas; Angka 4. Cukup jelas; Huruf b. Angka 1. Cukup jelas; Angka 2. Cukup jelas; Angka 3. Cukup jelas; Huruf c. Angka 1. Cukup jelas; Angka 2. Cukup jelas; Huruf d. Cukup jelas; Huruf e. Cukup jelas; Huruf f. Cukup jelas.||2|b|penyalahgunaan aset meliputi:
Peraturan Otoritas Jasa Keuangan Nomor 12 Tahun 2024 tentang Penerapan Strategi Anti Fraud bagi Lembaga Jasa Keuangan|POJK|23 Juli 2024|||Ketentuan|2|Pasal 2|Jenis perbuatan yang tergolong Fraud terdiri atas:|Huruf a. Angka 1. Cukup jelas; Angka 2. Cukup jelas; Angka 3. Cukup jelas; Angka 4. Cukup jelas; Huruf b. Angka 1. Cukup jelas; Angka 2. Cukup jelas; Angka 3. Cukup jelas; Huruf c. Angka 1. Cukup jelas; Angka 2. Cukup jelas; Huruf d. Cukup jelas; Huruf e. Cukup jelas; Huruf f. Cukup jelas.||2|1|penyalahgunaan uang tunai;
Peraturan Otoritas Jasa Keuangan Nomor 12 Tahun 2024 tentang Penerapan Strategi Anti Fraud bagi Lembaga Jasa Keuangan|POJK|23 Juli 2024|||Ketentuan|2|Pasal 2|Jenis perbuatan yang tergolong Fraud terdiri atas:|Huruf a. Angka 1. Cukup jelas; Angka 2. Cukup jelas; Angka 3. Cukup jelas; Angka 4. Cukup jelas; Huruf b. Angka 1. Cukup jelas; Angka 2. Cukup jelas; Angka 3. Cukup jelas; Huruf c. Angka 1. Cukup jelas; Angka 2. Cukup jelas; Huruf d. Cukup jelas; Huruf e. Cukup jelas; Huruf f. Cukup jelas.||2|2|penyalahgunaan persediaan; dan/atau
Peraturan Otoritas Jasa Keuangan Nomor 12 Tahun 2024 tentang Penerapan Strategi Anti Fraud bagi Lembaga Jasa Keuangan|POJK|23 Juli 2024|||Ketentuan|2|Pasal 2|Jenis perbuatan yang tergolong Fraud terdiri atas:|Huruf a. Angka 1. Cukup jelas; Angka 2. Cukup jelas; Angka 3. Cukup jelas; Angka 4. Cukup jelas; Huruf b. Angka 1. Cukup jelas; Angka 2. Cukup jelas; Angka 3. Cukup jelas; Huruf c. Angka 1. Cukup jelas; Angka 2. Cukup jelas; Huruf d. Cukup jelas; Huruf e. Cukup jelas; Huruf f. Cukup jelas.||2|3|penyalahgunaan aset lainnya;
Peraturan Otoritas Jasa Keuangan Nomor 12 Tahun 2024 tentang Penerapan Strategi Anti Fraud bagi Lembaga Jasa Keuangan|POJK|23 Juli 2024|||Ketentuan|2|Pasal 2|Jenis perbuatan yang tergolong Fraud terdiri atas:|Huruf a. Angka 1. Cukup jelas; Angka 2. Cukup jelas; Angka 3. Cukup jelas; Angka 4. Cukup jelas; Huruf b. Angka 1. Cukup jelas; Angka 2. Cukup jelas; Angka 3. Cukup jelas; Huruf c. Angka 1. Cukup jelas; Angka 2. Cukup jelas; Huruf d. Cukup jelas; Huruf e. Cukup jelas; Huruf f. Cukup jelas.||3|c|kecurangan laporan keuangan meliputi:
Peraturan Otoritas Jasa Keuangan Nomor 12 Tahun 2024 tentang Penerapan Strategi Anti Fraud bagi Lembaga Jasa Keuangan|POJK|23 Juli 2024|||Ketentuan|2|Pasal 2|Jenis perbuatan yang tergolong Fraud terdiri atas:|Huruf a. Angka 1. Cukup jelas; Angka 2. Cukup jelas; Angka 3. Cukup jelas; Angka 4. Cukup jelas; Huruf b. Angka 1. Cukup jelas; Angka 2. Cukup jelas; Angka 3. Cukup jelas; Huruf c. Angka 1. Cukup jelas; Angka 2. Cukup jelas; Huruf d. Cukup jelas; Huruf e. Cukup jelas; Huruf f. Cukup jelas.||3|1|melebihkan kekayaan bersih dan/atau pendapatan bersih; atau
Peraturan Otoritas Jasa Keuangan Nomor 12 Tahun 2024 tentang Penerapan Strategi Anti Fraud bagi Lembaga Jasa Keuangan|POJK|23 Juli 2024|||Ketentuan|2|Pasal 2|Jenis perbuatan yang tergolong Fraud terdiri atas:|Huruf a. Angka 1. Cukup jelas; Angka 2. Cukup jelas; Angka 3. Cukup jelas; Angka 4. Cukup jelas; Huruf b. Angka 1. Cukup jelas; Angka 2. Cukup jelas; Angka 3. Cukup jelas; Huruf c. Angka 1. Cukup jelas; Angka 2. Cukup jelas; Huruf d. Cukup jelas; Huruf e. Cukup jelas; Huruf f. Cukup jelas.||3|2|mengurangi kekayaan bersih dan/atau pendapatan bersih;
Peraturan Otoritas Jasa Keuangan Nomor 12 Tahun 2024 tentang Penerapan Strategi Anti Fraud bagi Lembaga Jasa Keuangan|POJK|23 Juli 2024|||Ketentuan|2|Pasal 2|Jenis perbuatan yang tergolong Fraud terdiri atas:|Huruf a. Angka 1. Cukup jelas; Angka 2. Cukup jelas; Angka 3. Cukup jelas; Angka 4. Cukup jelas; Huruf b. Angka 1. Cukup jelas; Angka 2. Cukup jelas; Angka 3. Cukup jelas; Huruf c. Angka 1. Cukup jelas; Angka 2. Cukup jelas; Huruf d. Cukup jelas; Huruf e. Cukup jelas; Huruf f. Cukup jelas.||4|d|penipuan;
Peraturan Otoritas Jasa Keuangan Nomor 12 Tahun 2024 tentang Penerapan Strategi Anti Fraud bagi Lembaga Jasa Keuangan|POJK|23 Juli 2024|||Ketentuan|2|Pasal 2|Jenis perbuatan yang tergolong Fraud terdiri atas:|Huruf a. Angka 1. Cukup jelas; Angka 2. Cukup jelas; Angka 3. Cukup jelas; Angka 4. Cukup jelas; Huruf b. Angka 1. Cukup jelas; Angka 2. Cukup jelas; Angka 3. Cukup jelas; Huruf c. Angka 1. Cukup jelas; Angka 2. Cukup jelas; Huruf d. Cukup jelas; Huruf e. Cukup jelas; Huruf f. Cukup jelas.||5|e|pembocoran informasi rahasia; dan/atau
Peraturan Otoritas Jasa Keuangan Nomor 12 Tahun 2024 tentang Penerapan Strategi Anti Fraud bagi Lembaga Jasa Keuangan|POJK|23 Juli 2024|||Ketentuan|2|Pasal 2|Jenis perbuatan yang tergolong Fraud terdiri atas:|Huruf a. Angka 1. Cukup jelas; Angka 2. Cukup jelas; Angka 3. Cukup jelas; Angka 4. Cukup jelas; Huruf b. Angka 1. Cukup jelas; Angka 2. Cukup jelas; Angka 3. Cukup jelas; Huruf c. Angka 1. Cukup jelas; Angka 2. Cukup jelas; Huruf d. Cukup jelas; Huruf e. Cukup jelas; Huruf f. Cukup jelas.||6|f|tindakan lain yang dapat dipersamakan dengan Fraud sesuai dengan ketentuan peraturan perundang-undangan.
Peraturan Otoritas Jasa Keuangan Nomor 12 Tahun 2024 tentang Penerapan Strategi Anti Fraud bagi Lembaga Jasa Keuangan|POJK|23 Juli 2024|||Bab II|3|Pasal 3 ayat 1|LJK meliputi: a. bank umum dan bank perekonomian rakyat, baik yang melaksanakan kegiatan secara konvensional maupun berdasarkan prinsip syariah; b. perusahaan efek; dan c. perusahaan asuransi, perusahaan reasuransi, perusahaan pialang asuransi, perusahaan pialang reasuransi, perusahaan penilai kerugian asuransi, dana pensiun, perusahaan pembiayaan, perusahaan modal ventura, perusahaan pembiayaan infrastruktur, lembaga keuangan mikro, perusahaan pergadaian, lembaga penjaminan dan Lembaga Jasa Keuangan Lainnya, baik yang melaksanakan kegiatan secara konvensional maupun berdasarkan prinsip syariah, wajib menyusun dan menerapkan Strategi Anti Fraud.|Ayat (1): Huruf a Cukup jelas; Huruf b. Yang dimaksud dengan "perusahaan efek" adalah pihak yang melaksanakan kegiatan sebagai penjamin emisi efek dan/atau perantara pedagang efek atau manajer investasi; Huruf c Cukup jelas.||1|a|bank umum dan bank perekonomian rakyat, baik yang melaksanakan kegiatan secara konvensional maupun berdasarkan prinsip syariah;
Peraturan Otoritas Jasa Keuangan Nomor 12 Tahun 2024 tentang Penerapan Strategi Anti Fraud bagi Lembaga Jasa Keuangan|POJK|23 Juli 2024|||Bab II|3|Pasal 3 ayat 1|LJK meliputi: a. bank umum dan bank perekonomian rakyat, baik yang melaksanakan kegiatan secara konvensional maupun berdasarkan prinsip syariah; b. perusahaan efek; dan c. perusahaan asuransi, perusahaan reasuransi, perusahaan pialang asuransi, perusahaan pialang reasuransi, perusahaan penilai kerugian asuransi, dana pensiun, perusahaan pembiayaan, perusahaan modal ventura, perusahaan pembiayaan infrastruktur, lembaga keuangan mikro, perusahaan pergadaian, lembaga penjaminan dan Lembaga Jasa Keuangan Lainnya, baik yang melaksanakan kegiatan secara konvensional maupun berdasarkan prinsip syariah, wajib menyusun dan menerapkan Strategi Anti Fraud.|Ayat (1): Huruf a Cukup jelas; Huruf b. Yang dimaksud dengan "perusahaan efek" adalah pihak yang melaksanakan kegiatan sebagai penjamin emisi efek dan/atau perantara pedagang efek atau manajer investasi; Huruf c Cukup jelas.||2|b|perusahaan efek; dan
Peraturan Otoritas Jasa Keuangan Nomor 12 Tahun 2024 tentang Penerapan Strategi Anti Fraud bagi Lembaga Jasa Keuangan|POJK|23 Juli 2024|||Bab II|3|Pasal 3 ayat 1|LJK meliputi: a. bank umum dan bank perekonomian rakyat, baik yang melaksanakan kegiatan secara konvensional maupun berdasarkan prinsip syariah; b. perusahaan efek; dan c. perusahaan asuransi, perusahaan reasuransi, perusahaan pialang asuransi, perusahaan pialang reasuransi, perusahaan penilai kerugian asuransi, dana pensiun, perusahaan pembiayaan, perusahaan modal ventura, perusahaan pembiayaan infrastruktur, lembaga keuangan mikro, perusahaan pergadaian, lembaga penjaminan dan Lembaga Jasa Keuangan Lainnya, baik yang melaksanakan kegiatan secara konvensional maupun berdasarkan prinsip syariah, wajib menyusun dan menerapkan Strategi Anti Fraud.|Ayat (1): Huruf a Cukup jelas; Huruf b. Yang dimaksud dengan "perusahaan efek" adalah pihak yang melaksanakan kegiatan sebagai penjamin emisi efek dan/atau perantara pedagang efek atau manajer investasi; Huruf c Cukup jelas.||3|c|perusahaan asuransi, perusahaan reasuransi, perusahaan pialang asuransi, perusahaan pialang reasuransi, perusahaan penilai kerugian asuransi, dana pensiun, perusahaan pembiayaan, perusahaan modal ventura, perusahaan pembiayaan infrastruktur, lembaga keuangan mikro, perusahaan pergadaian, lembaga penjaminan dan Lembaga Jasa Keuangan Lainnya, baik yang melaksanakan kegiatan secara konvensional maupun berdasarkan prinsip syariah,
Peraturan Otoritas Jasa Keuangan Nomor 12 Tahun 2024 tentang Penerapan Strategi Anti Fraud bagi Lembaga Jasa Keuangan|POJK|23 Juli 2024|||Bab II|4|Pasal 3 ayat 2|Direksi dan Dewan Komisaris wajib memastikan penerapan Strategi Anti Fraud di LJK berjalan secara efektif.|Untuk memastikan penerapan Strategi Anti Fraud di LJK berjalan secara efektif, Direksi dan Dewan Komisaris mengacu pada tugas dan tanggung jawab Direksi dan Dewan Komisaris.||||
Peraturan Otoritas Jasa Keuangan Nomor 12 Tahun 2024 tentang Penerapan Strategi Anti Fraud bagi Lembaga Jasa Keuangan|POJK|23 Juli 2024|||Bab II|5|Pasal 3 ayat 3|LJK memastikan organisasi yang dikendalikan menerapkan Strategi Anti Fraud.|Yang dimaksud dengan "memastikan organisasi yang dikendalikan" yaitu meyakini bahwa organisasi yang dikendalikan antara lain entitas anak dan/atau yayasan memiliki kebijakan terkait Strategi Anti Fraud dan melaksanakannya.||||
Peraturan Otoritas Jasa Keuangan Nomor 12 Tahun 2024 tentang Penerapan Strategi Anti Fraud bagi Lembaga Jasa Keuangan|POJK|23 Juli 2024|||Bab II|6|Pasal 3 ayat 4|Penyusunan dan penerapan Strategi Anti Fraud sebagaimana dimaksud pada ayat (1) wajib memenuhi paling sedikit Pedoman Penerapan Strategi Anti Fraud bagi Lembaga Jasa Keuangan sebagaimana tercantum dalam Lampiran I yang merupakan bagian tidak terpisahkan dari Peraturan Otoritas Jasa Keuangan ini.|Cukup jelas.||||
Peraturan Otoritas Jasa Keuangan Nomor 12 Tahun 2024 tentang Penerapan Strategi Anti Fraud bagi Lembaga Jasa Keuangan|POJK|23 Juli 2024|||Bab II|7|Pasal 4 ayat 1|Dalam menyusun dan menerapkan Strategi Anti Fraud yang efektif, LJK wajib memperhatikan paling sedikit: a. kondisi lingkungan internal dan eksternal; b. kompleksitas kegiatan usaha; c. jenis Fraud; d. risiko terkait Fraud; dan e. kecukupan sumber daya yang dibutuhkan.|Ayat (1): Huruf a. Kondisi lingkungan internal antara lain struktur organisasi dan standar prosedur yang berlaku di LJK. Kondisi lingkungan eksternal antara lain karakteristik Konsumen dan peraturan perundang-undangan yang berlaku; Huruf b. Kompleksitas kegiatan usaha tercermin dari, antara lain: keragaman dalam kegiatan usaha, produk dan/atau jasa, jaringan kantor cabang atau saluran distribusi, dan/atau teknologi pendukung yang digunakan; Huruf c Cukup jelas; Huruf d. Risiko terkait Fraud adalah potensi kerugian akibat terjadinya peristiwa Fraud, baik secara langsung maupun tidak langsung; Huruf e Cukup jelas.||1|a|kondisi lingkungan internal dan eksternal;
Peraturan Otoritas Jasa Keuangan Nomor 12 Tahun 2024 tentang Penerapan Strategi Anti Fraud bagi Lembaga Jasa Keuangan|POJK|23 Juli 2024|||Bab II|7|Pasal 4 ayat 1|Dalam menyusun dan menerapkan Strategi Anti Fraud yang efektif, LJK wajib memperhatikan paling sedikit: a. kondisi lingkungan internal dan eksternal; b. kompleksitas kegiatan usaha; c. jenis Fraud; d. risiko terkait Fraud; dan e. kecukupan sumber daya yang dibutuhkan.|Ayat (1): Huruf a. Kondisi lingkungan internal antara lain struktur organisasi dan standar prosedur yang berlaku di LJK. Kondisi lingkungan eksternal antara lain karakteristik Konsumen dan peraturan perundang-undangan yang berlaku; Huruf b. Kompleksitas kegiatan usaha tercermin dari, antara lain: keragaman dalam kegiatan usaha, produk dan/atau jasa, jaringan kantor cabang atau saluran distribusi, dan/atau teknologi pendukung yang digunakan; Huruf c Cukup jelas; Huruf d. Risiko terkait Fraud adalah potensi kerugian akibat terjadinya peristiwa Fraud, baik secara langsung maupun tidak langsung; Huruf e Cukup jelas.||2|b|kompleksitas kegiatan usaha;
Peraturan Otoritas Jasa Keuangan Nomor 12 Tahun 2024 tentang Penerapan Strategi Anti Fraud bagi Lembaga Jasa Keuangan|POJK|23 Juli 2024|||Bab II|7|Pasal 4 ayat 1|Dalam menyusun dan menerapkan Strategi Anti Fraud yang efektif, LJK wajib memperhatikan paling sedikit: a. kondisi lingkungan internal dan eksternal; b. kompleksitas kegiatan usaha; c. jenis Fraud; d. risiko terkait Fraud; dan e. kecukupan sumber daya yang dibutuhkan.|Ayat (1): Huruf a. Kondisi lingkungan internal antara lain struktur organisasi dan standar prosedur yang berlaku di LJK. Kondisi lingkungan eksternal antara lain karakteristik Konsumen dan peraturan perundang-undangan yang berlaku; Huruf b. Kompleksitas kegiatan usaha tercermin dari, antara lain: keragaman dalam kegiatan usaha, produk dan/atau jasa, jaringan kantor cabang atau saluran distribusi, dan/atau teknologi pendukung yang digunakan; Huruf c Cukup jelas; Huruf d. Risiko terkait Fraud adalah potensi kerugian akibat terjadinya peristiwa Fraud, baik secara langsung maupun tidak langsung; Huruf e Cukup jelas.||3|c|jenis Fraud;
Peraturan Otoritas Jasa Keuangan Nomor 12 Tahun 2024 tentang Penerapan Strategi Anti Fraud bagi Lembaga Jasa Keuangan|POJK|23 Juli 2024|||Bab II|7|Pasal 4 ayat 1|Dalam menyusun dan menerapkan Strategi Anti Fraud yang efektif, LJK wajib memperhatikan paling sedikit: a. kondisi lingkungan internal dan eksternal; b. kompleksitas kegiatan usaha; c. jenis Fraud; d. risiko terkait Fraud; dan e. kecukupan sumber daya yang dibutuhkan.|Ayat (1): Huruf a. Kondisi lingkungan internal antara lain struktur organisasi dan standar prosedur yang berlaku di LJK. Kondisi lingkungan eksternal antara lain karakteristik Konsumen dan peraturan perundang-undangan yang berlaku; Huruf b. Kompleksitas kegiatan usaha tercermin dari, antara lain: keragaman dalam kegiatan usaha, produk dan/atau jasa, jaringan kantor cabang atau saluran distribusi, dan/atau teknologi pendukung yang digunakan; Huruf c Cukup jelas; Huruf d. Risiko terkait Fraud adalah potensi kerugian akibat terjadinya peristiwa Fraud, baik secara langsung maupun tidak langsung; Huruf e Cukup jelas.||4|d|risiko terkait Fraud; dan
Peraturan Otoritas Jasa Keuangan Nomor 12 Tahun 2024 tentang Penerapan Strategi Anti Fraud bagi Lembaga Jasa Keuangan|POJK|23 Juli 2024|||Bab II|7|Pasal 4 ayat 1|Dalam menyusun dan menerapkan Strategi Anti Fraud yang efektif, LJK wajib memperhatikan paling sedikit: a. kondisi lingkungan internal dan eksternal; b. kompleksitas kegiatan usaha; c. jenis Fraud; d. risiko terkait Fraud; dan e. kecukupan sumber daya yang dibutuhkan.|Ayat (1): Huruf a. Kondisi lingkungan internal antara lain struktur organisasi dan standar prosedur yang berlaku di LJK. Kondisi lingkungan eksternal antara lain karakteristik Konsumen dan peraturan perundang-undangan yang berlaku; Huruf b. Kompleksitas kegiatan usaha tercermin dari, antara lain: keragaman dalam kegiatan usaha, produk dan/atau jasa, jaringan kantor cabang atau saluran distribusi, dan/atau teknologi pendukung yang digunakan; Huruf c Cukup jelas; Huruf d. Risiko terkait Fraud adalah potensi kerugian akibat terjadinya peristiwa Fraud, baik secara langsung maupun tidak langsung; Huruf e Cukup jelas.||5|e|kecukupan sumber daya yang dibutuhkan.
Peraturan Otoritas Jasa Keuangan Nomor 12 Tahun 2024 tentang Penerapan Strategi Anti Fraud bagi Lembaga Jasa Keuangan|POJK|23 Juli 2024|||Bab II|8|Pasal 4 ayat 2|Penerapan Strategi Anti Fraud sebagaimana dimaksud pada ayat (1), mencakup pencegahan dan penanganan agar kegiatan usaha LJK tidak dimanfaatkan dalam aktivitas yang terkait dengan tindak pidana.|Contoh kegiatan usaha LJK yang dimanfaatkan dalam aktivitas yang terkait dengan tindak pidana antara lain pemanfaatan rekening untuk kegiatan perjudian termasuk perjudian online, penipuan online termasuk kegiatan investasi online fiktif, prostitusi online, dan kejahatan ekonomi lainnya. Kejahatan ekonomi merupakan kejahatan yang dilakukan karena motif ekonomi.||||
Peraturan Otoritas Jasa Keuangan Nomor 12 Tahun 2024 tentang Penerapan Strategi Anti Fraud bagi Lembaga Jasa Keuangan|POJK|23 Juli 2024|||Bab II|9|Pasal 4 ayat 3|Penerapan Strategi Anti Fraud wajib dilakukan terhadap pihak yang terlibat dalam kegiatan usaha LJK paling sedikit meliputi: a. Konsumen; b. internal LJK; dan c. pihak lain.|Ayat (3): Huruf a Cukup jelas; Huruf b Cukup jelas; Huruf c. Yang dimaksud "pihak lain" antara lain konsultan, vendor, akuntan publik, penilai, notaris, otoritas, dan pemerintah.||1|a|Konsumen;
